,Spine_vs_Spine1,Spine_vs_Spine2,Spine_vs_Spine3,Spine_vs_LeftShoulder,Spine_vs_LeftArm,Spine_vs_LeftForeArm,Spine_vs_LeftHand,Spine_vs_RightShoulder,Spine_vs_RightArm,Spine_vs_RightForeArm,Spine_vs_RightHand,Spine_vs_Neck,Spine_vs_Neck1,Spine_vs_Head,Spine1_vs_Spine2,Spine1_vs_Spine3,Spine1_vs_LeftShoulder,Spine1_vs_LeftArm,Spine1_vs_LeftForeArm,Spine1_vs_LeftHand,Spine1_vs_RightShoulder,Spine1_vs_RightArm,Spine1_vs_RightForeArm,Spine1_vs_RightHand,Spine1_vs_Neck,Spine1_vs_Neck1,Spine1_vs_Head,Spine2_vs_Spine3,Spine2_vs_LeftShoulder,Spine2_vs_LeftArm,Spine2_vs_LeftForeArm,Spine2_vs_LeftHand,Spine2_vs_RightShoulder,Spine2_vs_RightArm,Spine2_vs_RightForeArm,Spine2_vs_RightHand,Spine2_vs_Neck,Spine2_vs_Neck1,Spine2_vs_Head,Spine3_vs_LeftShoulder,Spine3_vs_LeftArm,Spine3_vs_LeftForeArm,Spine3_vs_LeftHand,Spine3_vs_RightShoulder,Spine3_vs_RightArm,Spine3_vs_RightForeArm,Spine3_vs_RightHand,Spine3_vs_Neck,Spine3_vs_Neck1,Spine3_vs_Head,LeftShoulder_vs_LeftArm,LeftShoulder_vs_LeftForeArm,LeftShoulder_vs_LeftHand,LeftShoulder_vs_RightShoulder,LeftShoulder_vs_RightArm,LeftShoulder_vs_RightForeArm,LeftShoulder_vs_RightHand,LeftShoulder_vs_Neck,LeftShoulder_vs_Neck1,LeftShoulder_vs_Head,LeftArm_vs_LeftForeArm,LeftArm_vs_LeftHand,LeftArm_vs_RightShoulder,LeftArm_vs_RightArm,LeftArm_vs_RightForeArm,LeftArm_vs_RightHand,LeftArm_vs_Neck,LeftArm_vs_Neck1,LeftArm_vs_Head,LeftForeArm_vs_LeftHand,LeftForeArm_vs_RightShoulder,LeftForeArm_vs_RightArm,LeftForeArm_vs_RightForeArm,LeftForeArm_vs_RightHand,LeftForeArm_vs_Neck,LeftForeArm_vs_Neck1,LeftForeArm_vs_Head,LeftHand_vs_RightShoulder,LeftHand_vs_RightArm,LeftHand_vs_RightForeArm,LeftHand_vs_RightHand,LeftHand_vs_Neck,LeftHand_vs_Neck1,LeftHand_vs_Head,RightShoulder_vs_RightArm,RightShoulder_vs_RightForeArm,RightShoulder_vs_RightHand,RightShoulder_vs_Neck,RightShoulder_vs_Neck1,RightShoulder_vs_Head,RightArm_vs_RightForeArm,RightArm_vs_RightHand,RightArm_vs_Neck,RightArm_vs_Neck1,RightArm_vs_Head,RightForeArm_vs_RightHand,RightForeArm_vs_Neck,RightForeArm_vs_Neck1,RightForeArm_vs_Head,RightHand_vs_Neck,RightHand_vs_Neck1,RightHand_vs_Head,Neck_vs_Neck1,Neck_vs_Head,Neck1_vs_Head
Cond_BT/StudySeq12,8.617160000000002,17.223046571607377,25.8355027885356,34.107228668884076,40.73591668828056,35.13443602012503,39.07736791005942,34.107503485602365,40.67299551943372,37.11766307563113,48.28042858398536,36.92162619732911,43.86033007152257,50.84150450516377,8.617170000000002,17.23003501907061,25.69815810762637,33.35659740705182,33.322428700756106,36.99928255404643,25.698220775567705,32.994347697028275,34.69535720956163,44.63112681410832,28.334800361438568,35.30396373306548,42.31266195790869,8.617170000000003,17.29947267069504,26.53477255492131,33.318064694386905,36.1837442345929,17.299389294789325,26.04264896526553,34.43019082576252,42.21466145920194,19.72151645904706,26.707779132562255,33.73531947178371,9.467691105280107,20.893864934028294,35.34433165220097,37.4190558894418,9.467691105280107,20.60188026192806,36.53277678056772,41.84950794010073,11.13445819815226,18.170683512251255,25.231767653751934,18.415800000000008,37.892587323613,36.503092743446416,0.020000000000000104,18.434964859801532,39.2285983104801,39.57731046706332,5.171245031614727,10.32937552812434,16.95099891760618,29.11090000000001,36.31358849303768,18.4349697538364,35.32950885519113,56.42644058685036,56.386519910440285,17.679018094859707,19.005811203362235,22.553097063697834,24.650399999999998,37.90877532426143,54.788427582182315,63.71158661045614,64.21262994978522,40.348567120706626,44.37935456453148,49.071419938323565,36.51321633530793,51.300406610172985,56.33495317673228,49.210116954349225,40.80860511790049,43.597856924430715,47.316460825866514,18.415800000000004,39.21185126175914,39.562685524563975,5.171245031614727,10.329446331355252,16.95112872670914,29.11090000000001,33.89133216083726,17.678625753159473,19.295708327757293,23.098916755058482,24.650399999999998,41.44904506529281,45.49939879638389,50.24362854534668,43.020572689220295,44.535822875285646,47.108830757883304,7.080320000000002,14.159604786847224,7.0803100000000025
Cond_BT/StudySeq13,8.61716,17.222669554735404,25.836197426157263,34.09086247069539,40.61681784264885,36.17903294159315,41.216310793635145,34.091033655394014,39.96585422811053,29.50528023081018,38.03489706506865,36.91921481388564,43.81526030663664,50.76562095272179,8.617170000000002,17.23035269128164,25.68503729022298,33.201759260254214,34.297346500203915,39.576305975883066,25.685024946362027,32.33751990978586,27.894835227658945,41.204548764762,28.33262813426887,35.26552562549948,42.250262222796906,8.617170000000002,17.287816262755832,26.351975806238904,34.25828255075327,39.10047946938394,17.28769608101043,25.483753041678483,29.128893627798636,45.81352827069835,19.718837943890122,26.673916442934928,33.68357916171072,9.467691105280105,20.701650147277086,36.164190825476936,40.390373328590215,9.467691105280105,20.20791026538186,32.813839495373976,51.658122727365004,11.134458198152256,18.15171787584681,25.204337235615043,18.4158,39.10065490091991,40.03761213736466,0.01999999999999997,18.43491697679141,38.19037412234289,56.74780494980645,5.171245031614727,10.251963163952123,16.858955611047886,29.110900000000004,36.76636194181083,18.43483109542232,35.18094302236841,53.450857774434134,71.27797546135982,17.58418011609078,18.94160389732071,22.47448754580833,24.6504,39.11717103937723,55.5496417466757,61.3985426012821,71.75439386900788,41.06578282885927,44.946324450149326,49.447446205080205,40.049878843209775,55.402648405635105,61.39564341222788,67.70479167592002,43.637203911988195,46.092225263042465,49.37447282751701,18.4158,38.17582396318105,56.73579591359595,5.171245031614728,10.252209577133181,16.859366948013594,29.110900000000004,50.97233372736088,17.681778678924964,19.66283922706508,23.747978638321086,24.6504,39.83704229816605,45.185742274905316,51.00891252831513,59.84957120060606,65.23688110248975,70.97867572645414,7.080320000000002,14.159557331928768,7.080310000000002
Cond_BT/StudySeq14,8.61716,17.221689195800717,25.83477074072745,34.086384440519275,40.81566970196268,35.363736348054495,42.38691233316376,34.08657438517317,40.9037741168686,38.46442601303344,50.534393872273384,36.91687459798341,43.78444556646482,50.693061824371,8.617170000000002,17.23018678486592,25.686780735027703,33.40524266942258,33.55256729227285,42.232436336348705,25.68678421268754,33.20853248266096,35.84713466112175,48.206863304654014,28.33276251596758,35.2413920333856,42.192077046859715,8.617170000000002,17.29022952349784,26.551728074678206,33.62586342781322,43.1895818553234,17.29010934429813,26.212375663823938,35.36115467838399,47.08890959378412,19.719361304786176,26.652608397992438,33.634571324657266,9.46769110528011,20.869783060829484,35.6699648628916,45.709724186251364,9.46769110528011,20.673167715013122,37.1485390871475,47.69335456314987,11.13445819815226,18.13787508898636,25.17583086542695,18.4158,38.85184198258526,46.7092973729851,0.02000000000000007,18.434775701578342,39.99872213085458,47.03052996532881,5.171245031614727,10.18254097386169,16.739557211475095,29.110900000000008,42.72092755814514,18.434911064630253,35.11046271416754,56.965151861535624,63.68801704373063,17.63207045819474,19.000224531589136,22.55707109208652,24.650399999999998,38.8682464639773,55.5132447132608,66.6346909359229,73.27482140959896,40.83061316267343,44.98165277604896,49.72405771777506,46.72171742851481,62.30250802659253,69.47174154446733,71.25723079692942,50.34752972042806,53.57453902924445,57.42448714530927,18.4158,39.981760331571024,47.01533981331707,5.171245031614727,10.182531805436,16.739627030685206,29.110900000000008,39.23527822685926,17.528186679768098,19.009146657531243,22.759664131122477,24.650399999999998,41.72478471178876,45.563699936795715,50.127905542349836,49.78985987378359,51.59637454204293,54.2585598964234,7.080320000000002,14.159577091646888,7.080310000000002
Cond_BT/StudySeq15,8.61716,17.22176100126731,25.834318982432137,34.089488568504464,40.82020281142025,35.44666984614946,41.403042850559515,34.08976861408431,41.1711776619172,36.77362455069719,45.157989943054226,36.91690050154679,43.76285788310248,50.64989495561455,8.617170000000002,17.229543310006147,25.687874308281234,33.42955770599924,33.6056099343767,40.4215758766893,25.687951166390935,33.460078616782255,34.21951202754436,42.62317808022572,28.332551864646963,35.22147744263898,42.153459081913454,8.617170000000002,17.288600939461563,26.599788237176067,33.612743428824416,40.41293459286447,17.288524950320973,26.426933453049458,33.852370846507434,41.33429061522424,19.719322859206667,26.633828500248487,33.59984887118563,9.467691105280103,20.941255550645344,35.599587902634624,41.98318700740956,9.467691105280105,20.835257611773166,35.88122384834214,41.98802592428951,11.13445819815226,18.12497168786506,25.153457097816542,18.4158,38.271538158800176,41.71926237887603,0.020000000000000146,18.434848341936114,38.63659933345121,40.80760731961422,5.1712450316147285,10.134638041960285,16.677930003736456,29.110900000000004,39.19682528039846,18.434931365643557,35.180098419546624,55.507838889239245,56.37051300928372,17.664446704301092,18.95159746696297,22.447124723519206,24.6504,38.28775577121357,55.08195843140186,63.04160923928115,61.98442611602948,40.516721230594946,44.359795097373876,48.81933729363714,41.73041808444403,56.44822691873836,59.99655820861688,51.28879851998294,45.42539267293673,47.86042664645555,51.06346745028077,18.4158,38.620135062477374,40.7945784386613,5.1712450316147285,10.134701771988354,16.678091908266584,29.110900000000004,36.59932454107752,17.57674840144051,18.98043129884728,22.675649780251366,24.6504,40.74463396469441,44.64241084235339,49.247903504992486,44.26704407082934,46.0849740585307,48.81750247805518,7.080320000000001,14.158936124249458,7.08031
Cond_BT/StudySeq16,8.617160000000002,17.221550464405382,25.83434279797258,34.08605248547145,40.83907691690146,35.92932358000787,40.336363783901504,34.08628155493214,40.926633800850425,37.16125910394557,45.54114977996498,36.91599877176155,43.78956541935643,50.71234237682074,8.617170000000002,17.229937126852466,25.687091458203007,33.427747671007545,34.09553326685587,37.39634275084303,25.68712831090516,33.236307305584006,34.69705237970635,42.466758856499204,28.332434652045,35.2463689901564,42.2088378132715,8.61717,17.29013473025439,26.573429061729808,34.105921943474804,35.74621943609452,17.290036020465326,26.241767009481034,34.41750864002323,40.71352638231395,19.71940113542594,26.65705129899266,33.64841521235382,9.467691105280105,20.88252618467422,36.065752901153175,36.218498436341854,9.467691105280105,20.71104924814698,36.47186492095056,41.02103475206024,11.134458198152258,18.140532164232038,25.18379413847269,18.4158,39.016231247679535,34.87010326606065,0.020000000000000018,18.434850948834782,39.40025652008951,39.59359003276915,5.171245031614728,10.193857097528799,16.76691885849676,29.110900000000004,32.378494010452506,18.434883063553873,35.14012545259039,56.37964125647504,55.95852266838648,17.602131731866415,18.92795650386873,22.45791644833766,24.6504,39.03292185606027,55.93174778316619,65.9585773092529,65.41119271772124,41.03163802913409,45.009066473012474,49.60216986840623,34.88265118454889,50.938978936322485,59.65160597235744,50.724542228657256,38.77885442103901,40.92823011830994,44.01704633440581,18.4158,39.383494473822516,39.57964838097874,5.171245031614728,10.193899203075688,16.767055485481624,29.110900000000004,34.519953391179016,17.580125722041153,19.07067048844823,22.826274016040344,24.6504,41.33837539570414,45.30006670283075,49.97248027461812,42.97327620482578,44.75233579150569,47.517068978666515,7.080320000000002,14.159764550230069,7.080310000000001
Cond_BT/StudySeq17,8.61716,17.222271932938863,25.83433768556396,34.100521433902074,40.72926820759159,36.32589484851874,41.533030287209684,34.10081667519762,41.263250221264244,42.51341467820086,53.433716992595635,36.91888445939569,43.805515767203445,50.733005762482804,8.61717,17.229425672179598,25.696202361813466,33.349522660376465,34.45889284926608,39.31972500565357,25.696290352385223,33.5474540995715,39.43758832401307,49.58385417549928,28.333745820373196,35.257423556444394,42.22214350539644,8.617170000000002,17.29680027712275,26.541243292561113,34.34030954603229,38.2192995098231,17.29672431885734,26.50272181797652,38.14987664622702,46.71365029472169,19.720955963977097,26.665809385528537,33.65761564775455,9.467691105280105,20.904968514087134,36.168604979572045,39.002875553388115,9.467691105280105,20.897643945185113,39.066838894620005,45.619922549123864,11.13445819815226,18.144230450038503,25.18694105628598,18.4158,38.58747317330054,37.828112334251045,0.019999999999999834,18.43483599136309,40.35202924365386,42.6753970513588,5.171245031614728,10.212052157080253,16.781694573185387,29.110900000000008,35.82308782247517,18.434959714799213,35.21883820182391,58.0917288122589,59.209088730887146,17.682178341700613,19.09057735028021,22.70885251859532,24.6504,38.60405068473193,55.81784246370576,68.83241091476698,69.61994199240641,40.91479950352158,44.80342100448728,49.36964290451659,37.83969450715511,53.463873154403295,62.929887855468024,56.88018177467568,41.80998475037732,44.16807083591832,47.47401883182623,18.4158,40.33428170545987,42.66056873819449,5.171245031614728,10.211933928217563,16.78156977549129,29.110900000000008,35.859610036098324,17.584313844158924,18.852217521991513,22.410549688448057,24.6504,42.4027180124016,45.36880106397519,49.14629886846031,45.621129803280915,46.126321711621216,47.64658523048207,7.08032,14.15983630977238,7.08031
Cond_BT/StudySeq18,8.617160000000002,17.22215866162492,25.83524435474205,34.09718906727935,40.89402030576699,34.091001202684154,38.89937840676292,34.097290119885855,40.7851940148653,35.976422047060346,46.23534585788077,36.920064887711774,43.798274489096045,50.71966888397101,8.617170000000002,17.22997485149202,25.692599375732037,33.481731932880486,32.360993745080044,35.82817835826319,25.692524182772022,33.11055231228183,33.66139251198522,42.56506406772303,28.333655936687894,35.24948450594197,42.2089025583124,8.617170000000002,17.2926921211922,26.61837073881558,32.5259955151377,34.048432689806425,17.292515229705312,26.14954122172414,33.55837312222081,40.14853094142584,19.71958204158413,26.65776097720776,33.64559981820129,9.467691105280105,20.922980624713436,34.77487146693722,34.49951371301652,9.467691105280105,20.671382814933956,35.848409842647676,39.8546908315029,11.13445819815226,18.14117251521268,25.182457846530887,18.415800000000004,37.7539043749379,32.9215733201744,0.01999999999999999,18.434848895562258,38.7684284508756,37.67303840463037,5.1712450316147285,10.19541085192504,16.76080714267843,29.110900000000004,32.222011763301445,18.434991463748002,35.241678055595465,55.892350916731445,54.39260273507387,17.69360237747796,19.15774454558222,22.81126060829318,24.6504,37.76998578827069,54.63174489143079,62.76435023561118,62.385124842635484,40.17219174805392,44.45094914554876,49.34029002985458,32.93267834813762,48.54425234758821,55.269116354770404,46.16418084602135,37.18406143588146,39.51335704567981,42.84383201133721,18.415800000000004,38.7518018880271,37.658621573352406,5.171245031614728,10.195156304568783,16.760519675430825,29.110900000000008,32.675913730775456,17.5723530722727,18.95046763282845,22.587367654916758,24.6504,40.943236657398295,44.904220349359235,49.548424525982774,41.14158240622724,42.47642739220865,44.85785882202287,7.080320000000001,14.159645234216903,7.08031
Cond_BT/StudySeq19,8.617160000000002,17.222778433031838,25.835894539468942,34.10548891284411,40.1235599965314,32.94520550216903,39.972475214428,34.1056810081778,40.443405133567026,32.08565231707666,40.81447616707098,36.92201472223075,43.8133987358224,50.763391639105514,8.617170000000002,17.22960827308821,25.696311642878133,32.74850117962832,31.497907137662445,41.61452431776731,25.69632185088508,32.775448710046184,30.14075049611527,41.90545878647719,28.334120766396808,35.26129504825907,42.24466090702491,8.61717,17.29349334574623,25.985141005730156,32.18142657372726,44.2878185112743,17.29337671429201,25.83588773492057,30.799558724389527,44.38919737539992,19.720097467803566,26.66789423052019,33.675314580569605,9.467691105280107,20.47172241089384,34.83553198197158,48.169623537419696,9.467691105280107,20.412946145334516,33.908409333486446,48.40625484014464,11.134458198152258,18.14699702198552,25.199094731088245,18.415799999999997,39.0561379804137,51.01412771983081,0.01999999999999993,18.43481922883047,38.48756314656875,51.33580670355069,5.171245031614728,10.218900930706853,16.819475493952556,29.110900000000008,45.724120183958085,18.434930009292934,35.15584816550336,54.14891598388406,66.40970197370974,17.67259606214191,19.397276434404215,23.21032770656041,24.650399999999998,39.071821146907524,54.839395002018115,60.65141351040897,68.33254842146363,40.76547687031033,45.41267965361377,50.57572239965059,51.02659382293294,65.90933947445463,66.45349486785561,65.92933798996268,54.27355009030494,58.380960701395615,62.99519562379545,18.415799999999997,38.47213035062827,51.32281072247073,5.171245031614728,10.218792073518994,16.819397851836086,29.110900000000008,45.78731450012849,17.57016144299999,19.210163751830585,23.044870906452875,24.650399999999998,40.21300291116843,45.02059482796945,50.38686353761531,54.53682507861125,58.626526946647516,63.281400961094185,7.080320000000001,14.159627663567102,7.080310000000001
Cond_BT/StudySeq20,8.61716,17.221398763221842,25.833461765247833,34.08761302047714,40.37356550759603,34.27411768082402,38.3609794556455,34.08793615768519,41.00132964437101,36.59622631123987,42.54371350243723,36.9151273493081,43.75733328259951,50.63808317995487,8.617170000000002,17.229201819756703,25.68788646453257,33.002692493446766,32.67962959492597,36.86807863886151,25.687997396213344,33.28606560808226,34.048357203440595,40.90289043580478,28.331943312325006,35.217814678111964,42.14461642413638,8.61717,17.28822890841968,26.22447325282321,33.06812308125494,36.59130507534994,17.288169053748835,26.256472927190252,33.77721188481296,40.54166396158688,19.719166227716855,26.630954216169485,33.59264867068916,9.467691105280107,20.647274697597066,35.395466323842335,38.175246478014884,9.467691105280108,20.690331623565523,35.87885119649394,41.98758410157278,11.13445819815226,18.123994721303852,25.1506634885518,18.4158,38.94139279481633,38.291555434306154,0.02000000000000012,18.434801929335308,39.01547226979979,41.96171381942183,5.171245031614728,10.124667118742083,16.657717822809396,29.110900000000008,35.230148341002035,18.434879985480197,35.089533430281115,55.38084271822042,57.22337633425698,17.618206977915413,19.18266772465056,22.90542643312246,24.650399999999998,38.95753803794558,55.319899024671,63.510285738130555,63.234376825621155,40.83633175998014,45.13724013541944,49.999496065677846,38.30406463063375,53.95100746802558,59.372708649447944,51.159477920637954,42.007257580345,44.87473327337247,48.54750758341118,18.4158,38.99921067886899,41.94891833112387,5.171245031614728,10.12459104262148,16.657660027380707,29.110900000000008,37.61779062990254,17.55019747366256,18.995033519067555,22.69004709163852,24.650399999999998,40.86409340929284,44.83067186696105,49.445036655304186,45.206224630239134,47.57865703392338,50.75973756435257,7.080320000000003,14.15894098237366,7.08031
Cond_BT/StudySeq21,8.61716,17.221331395598817,25.833173081525317,34.08420052028818,40.84427290947873,36.77112447364427,43.07170024746781,34.0845631432153,41.03885963976617,37.503976084414866,46.48229870455402,36.91360959950805,43.766281056550504,50.64608942545203,8.61717,17.229705705108305,25.68705961730501,33.458477646654295,34.83096202898561,41.86462506474825,25.68719761698905,33.32961899444929,34.894144149032144,45.34777187720934,28.332027800320066,35.22826459744338,42.15485268395448,8.61717,17.291585057642198,26.625686151823665,34.658787333955935,41.65939662673186,17.291547885378773,26.31144275577818,34.51382187218931,45.487394891106604,19.71992949396703,26.642283604500957,33.60419230353581,9.467691105280107,20.94695491626433,36.38791599032183,43.05553032025988,9.467691105280107,20.76021611612248,36.46498661342028,47.33175326354962,11.13445819815226,18.13022894847362,25.156331207074054,18.415800000000004,38.83025787831973,42.52324964895803,0.02000000000000002,18.43488356408402,39.39625279962145,47.56967866517498,5.171245031614728,10.151008351106181,16.675406173489687,29.11090000000001,39.42161734107675,18.43485407285685,35.14675309849172,56.03669571900724,63.13183612346598,17.600024426423275,18.84443159356698,22.363495853399474,24.650399999999998,38.846861362550634,55.6795157205702,65.09615675972925,67.91744356704093,40.94111161774206,44.60681286943653,48.93211492900811,42.535160987270984,57.67845898405348,63.238567955568,58.1493122714923,46.24717720755137,48.544335767046974,51.58640900249169,18.415800000000004,39.37982787872033,47.556496073119504,5.1712450316147285,10.151116093306149,16.67555600178449,29.11090000000001,42.07839584336611,17.630103423608094,19.12795774013303,22.840555666569024,24.650399999999998,41.251139847235116,45.17485605924563,49.729540225599955,50.867938544807075,53.402317902369916,56.58197310372031,7.080320000000002,14.159082361239795,7.080310000000001
Cond_BT/StudySeq22,8.617160000000002,17.222545079458357,25.83591456956455,34.11719198298935,40.93259908502242,37.3463441679961,40.73081179635446,34.11740020680141,40.93166428956331,37.14886836613526,45.409754162420874,36.924601756638474,43.825172980635664,50.7466397770009,8.617170000000002,17.23001036927865,25.708607446480947,33.49638034109208,35.33692552892423,37.643876211224246,25.708633504510644,33.25338934240136,34.68081482674362,43.35535875585673,28.336806753274814,35.27282385511826,42.232465189446415,8.617169999999998,17.30494376055639,26.615406175072973,35.089065217426125,35.80138481133297,17.304845354077692,26.273082121345496,34.394634377334,42.54089264038515,19.722606630883494,26.678441109857985,33.665632153420496,9.467691105280107,20.88940417478347,36.76406883072314,36.035382108595094,9.467691105280107,20.75375371777273,36.42609611182535,43.52646440178223,11.13445819815226,18.150742001017445,25.189782225685928,18.4158,39.43808649963449,34.48311870311663,0.01999999999999999,18.43490247806095,39.3062528873663,42.8871209640658,5.171245031614728,10.231956675556928,16.778564775264122,29.110900000000008,31.855916137437536,18.43482963564889,35.14069030500854,56.25435563877842,58.927506420258915,17.552523015962528,18.837628801066415,22.350124873814952,24.6504,39.45516970732321,56.5958346539875,66.88976348032426,67.78595638612832,41.403407612761505,45.22846407549824,49.67817238707061,34.495999615433234,50.672575641714566,59.58347935557962,53.66834463133409,38.3518013505262,40.44260820819949,43.44122884992414,18.4158,39.28960911440284,42.87356766147083,5.1712450316147285,10.232044592873336,16.778754152121994,29.110900000000008,37.58782395913729,17.625581113234485,19.116080473365642,22.865326836775157,24.6504,41.269906083092366,45.25465983553983,49.92073765412929,46.160465035746434,48.354388729062926,51.38575765497697,7.080320000000001,14.159336304755543,7.080309999999999
Cond_BT/StudySeq23,8.61716,17.222598516971484,25.834407979700778,34.13265038084954,40.85957385901675,35.18634870795581,39.91257989726761,34.1328406097379,41.21721544761801,38.7440314244059,46.21976286243877,36.92643039338325,43.8193538841146,50.76231084505184,8.61717,17.228560368562427,25.717935312339012,33.468893138168085,33.36710978997413,36.614170388784395,25.71792592252421,33.4929594189613,35.966551611167816,42.396195115708,28.337089092868766,35.26370828155538,42.239944103633945,8.617170000000002,17.306475854067937,26.63592445291197,33.37788021533829,34.502542546153784,17.306325755561137,26.45089521598282,35.243836747702304,39.733155546213474,19.722599223576932,26.66726380978131,33.667166009704154,9.467691105280105,20.957448829083884,35.41145539348923,34.5040553535366,9.467691105280105,20.853117829889488,36.86976239074352,39.070600204241416,11.13445819815226,18.143622755830272,25.1913152942109,18.4158,38.07900019250757,32.64813236998097,0.01999999999999992,18.434761258856142,39.028078841610714,36.58515720607575,5.171245031614728,10.20219194999455,16.78156112641339,29.110900000000008,31.34088468475398,18.435010977271826,35.17946642982411,56.16473125206825,52.28793138519551,17.720065964797495,19.180459190295394,22.815120014346427,24.6504,38.09523290321298,55.09319569454601,64.16920020829843,60.58428079571218,40.491487986215446,44.59579131334728,49.33214469882695,32.65941448892217,48.106970878349834,55.41289935707753,43.756412389991226,36.641730571078064,38.72295265940557,41.87476318867584,18.4158,39.01119911237051,36.57180130943792,5.1712450316147285,10.201909815719997,16.781264824335814,29.110900000000008,32.28421604668742,17.50964133270192,18.71347140596274,22.25425566548703,24.6504,41.119917474286325,44.57078345342994,48.79249448146645,39.817211338848615,40.81971827407741,42.92118208996838,7.080320000000002,14.159982536710446,7.080310000000002
Cond_BT/StudySeq24,8.61716,17.22151795750211,25.833634564883727,34.09158843623003,41.04418076276555,37.73567010560413,42.151123718999834,34.09189919957354,41.22791173378874,40.8777810907705,48.613135947249695,36.91628250685621,43.793776222041664,50.71156899038807,8.617170000000002,17.22974035689082,25.69168490742451,33.648783368844505,35.687586076807186,39.80227720216984,25.691777317765606,33.498333740024876,37.893787012469375,46.39740087751738,28.333121459545175,35.250440302785876,42.208348423165035,8.617170000000002,17.293879870570382,26.791406617331567,35.31539151150401,38.570257468796555,17.293810634798128,26.448954105527697,36.94942217474991,45.30462834067825,19.720299804953495,26.660866600921572,33.648083828824525,9.467691105280105,21.071585028879223,36.845489326042085,39.26897282890198,9.467691105280105,20.83405034710787,38.21409721661482,45.85597698883679,11.13445819815226,18.142384212271313,25.182827705854294,18.4158,38.91966271949217,37.889273073369665,0.01999999999999985,18.434792494001922,40.39965339523563,44.844537857957064,5.1712450316147285,10.193767164014211,16.755717756406426,29.110900000000008,36.112631206004224,18.43490228454156,35.10706288194942,57.401504870543256,60.349429317055886,17.63642951069838,18.83058053201261,22.291693565238393,24.6504,38.93654151597504,56.13639660175786,68.27336781587056,67.72514938424722,41.159280467823855,44.72128059471891,48.98424477100283,37.9006033304387,53.214224060506,62.058035952823865,55.00476602906062,41.8940969081446,43.999337027378985,47.0163588221052,18.4158,40.382455513931376,44.83080266451288,5.1712450316147285,10.193791616171433,16.755791061783565,29.110900000000008,38.724829473132054,17.541402711859135,18.911401708396085,22.562440042137226,24.6504,42.05348095577942,45.42952846766302,49.562291431573705,47.769376457890985,49.39404575378861,51.867249029981465,7.08032,14.159332893003583,7.080310000000001
Cond_BT/StudySeq25,8.61716,17.222586838348587,25.836065875702246,34.089447008524736,40.97383313919486,33.79339796350016,38.024179676601655,34.089587571201875,40.5740237793634,34.058022571676474,42.51038854216599,36.919069340526185,43.8134256250168,50.757087653496654,8.61717,17.23023305872503,25.684118157735817,33.56627722477198,31.993933709315463,35.07115614758932,25.684080141917597,32.9258670063325,31.955336041118397,39.57300362620971,28.332433424394846,35.263559934575625,42.242738542908945,8.617170000000002,17.286711360673596,26.702950745441285,32.078040521185706,33.45754796345505,17.286569101441316,26.00868567700942,32.178850661512975,38.0274679754758,19.718585578113718,26.67158561627734,33.676463532144126,9.467691105280107,21.016546067706784,34.30905751017715,34.13048776201915,9.467691105280107,20.605831836695373,34.84619104691229,38.68690170453879,11.13445819815226,18.151178156776876,25.201793204587922,18.4158,36.86164820858583,32.44796501130068,0.019999999999999993,18.434968916758375,38.02327903553427,37.195393435660456,5.171245031614728,10.233895498728762,16.824460662175483,29.110900000000008,33.749943783505934,18.43501729667863,35.382750812513514,54.91799515357118,52.975537199807064,17.7248798607695,18.982482774757145,22.42449684705524,24.650399999999998,36.877351392801955,53.64812335551046,59.50122702113903,56.24387814681122,39.56867705785043,43.6348609900025,48.325043718095664,32.45703169764177,46.8471946810908,50.71875604124704,38.307380941631074,36.957476182697754,39.307451931559434,42.67139483041581,18.4158,38.007332445613336,37.18296651092831,5.171245031614728,10.2339442006584,16.824646788675555,29.110900000000008,34.42414768999952,17.684111085943588,19.286842814513893,23.1334653108138,24.650399999999998,40.39784846912708,44.706316403020644,49.707881962481615,41.137363888229316,43.24348095165619,46.38885949971669,7.080320000000002,14.15976366855277,7.080310000000002
