,Mean_Appropriateness_Score
Cond_BA/StudySeq62,44.04347826086956
Cond_BA/StudySeq63,43.14814814814815
Cond_BA/StudySeq64,28.55555555555556
Cond_BA/StudySeq65,42.2
Cond_BA/StudySeq66,38.96
Cond_BA/StudySeq67,45.61538461538461
Cond_BA/StudySeq68,35.03846153846154
Cond_BA/StudySeq69,45.206896551724135
Cond_BA/StudySeq70,38.73076923076923
Cond_BA/StudySeq71,30.869565217391305
Cond_BA/StudySeq72,35.583333333333336
Cond_BA/StudySeq73,47.92307692307692
Cond_BA/StudySeq74,34.24
Cond_BA/StudySeq75,37.74074074074074
Cond_BA/StudySeq76,45.892857142857146
Cond_BA/StudySeq77,32.38461538461539
Cond_BA/StudySeq78,40.82758620689656
Cond_BA/StudySeq79,42.32
Cond_BA/StudySeq80,43.5925925925926
Cond_BA/StudySeq81,36.48
Cond_BA/StudySeq82,38.79166666666666
Cond_BA/StudySeq83,28.0
Cond_BA/StudySeq84,44.21739130434783
Cond_BA/StudySeq85,44.4
Cond_BA/StudySeq86,46.04
Cond_BA/StudySeq87,55.54166666666666
Cond_BA/StudySeq88,39.2
Cond_BA/StudySeq89,50.05
Cond_BA/StudySeq90,43.875
Cond_BA/StudySeq91,46.57142857142857
Cond_BA/StudySeq92,36.785714285714285
Cond_BA/StudySeq93,43.69565217391305
Cond_BA/StudySeq94,40.91666666666666
Cond_BA/StudySeq95,31.166666666666668
Cond_BA/StudySeq96,46.91304347826087
Cond_BA/StudySeq97,30.814814814814813
Cond_BA/StudySeq98,40.785714285714285
Cond_BA/StudySeq99,52.79166666666666
Cond_BA/StudySeq100,41.72413793103448
Cond_BA/StudySeq101,25.48
Cond_BA/StudySeq102,44.04347826086956
Cond_BA/StudySeq103,43.14814814814815
Cond_BA/StudySeq104,28.55555555555556
Cond_BA/StudySeq105,42.2
Cond_BA/StudySeq106,38.96
Cond_BA/StudySeq107,45.61538461538461
Cond_BA/StudySeq108,35.03846153846154
Cond_BA/StudySeq109,45.206896551724135
Cond_BA/StudySeq110,38.73076923076923
Cond_BA/StudySeq111,30.869565217391305
Cond_BA/StudySeq112,35.583333333333336
Cond_BA/StudySeq113,47.92307692307692
Cond_BA/StudySeq114,34.24
Cond_BA/StudySeq115,37.74074074074074
Cond_BA/StudySeq116,45.892857142857146
Cond_BA/StudySeq117,32.38461538461539
Cond_BA/StudySeq118,40.82758620689656
Cond_BA/StudySeq119,42.32
Cond_BA/StudySeq120,43.5925925925926
Cond_BA/StudySeq121,36.48
Cond_BA/StudySeq122,38.79166666666666
Cond_BA/StudySeq123,28.0
Cond_BA/StudySeq124,44.21739130434783
Cond_BA/StudySeq125,44.4
Cond_BA/StudySeq126,46.04
Cond_BA/StudySeq127,55.54166666666666
Cond_BA/StudySeq128,39.2
Cond_BA/StudySeq129,50.05
Cond_BA/StudySeq130,43.875
Cond_BA/StudySeq131,46.57142857142857
Cond_BA/StudySeq132,36.785714285714285
Cond_BA/StudySeq133,43.69565217391305
Cond_BA/StudySeq134,40.91666666666666
Cond_BA/StudySeq135,31.166666666666668
Cond_BA/StudySeq136,46.91304347826087
Cond_BA/StudySeq137,30.814814814814813
Cond_BA/StudySeq138,40.785714285714285
Cond_BA/StudySeq139,52.79166666666666
Cond_BA/StudySeq140,41.72413793103448
Cond_BA/StudySeq141,25.48
Cond_BA/StudySeq142,44.04347826086956
Cond_BA/StudySeq143,43.14814814814815
Cond_BA/StudySeq144,28.55555555555556
Cond_BA/StudySeq145,42.2
Cond_BA/StudySeq146,38.96
Cond_BA/StudySeq147,45.61538461538461
Cond_BA/StudySeq148,35.03846153846154
Cond_BA/StudySeq149,45.206896551724135
Cond_BA/StudySeq150,38.73076923076923
Cond_BA/StudySeq151,30.869565217391305
Cond_BA/StudySeq152,35.583333333333336
Cond_BA/StudySeq153,47.92307692307692
Cond_BA/StudySeq154,34.24
Cond_BA/StudySeq155,37.74074074074074
Cond_BA/StudySeq156,45.892857142857146
Cond_BA/StudySeq157,32.38461538461539
Cond_BA/StudySeq158,40.82758620689656
Cond_BA/StudySeq159,42.32
Cond_BA/StudySeq160,43.5925925925926
Cond_BA/StudySeq161,36.48
Cond_BA/StudySeq162,38.79166666666666
Cond_BA/StudySeq163,28.0
Cond_BA/StudySeq164,44.21739130434783
Cond_BA/StudySeq165,44.4
Cond_BA/StudySeq166,46.04
Cond_BA/StudySeq167,55.54166666666666
Cond_BA/StudySeq168,39.2
Cond_BA/StudySeq169,50.05
Cond_BA/StudySeq170,43.875
Cond_BA/StudySeq171,46.57142857142857
Cond_BA/StudySeq172,36.785714285714285
Cond_BA/StudySeq173,43.69565217391305
Cond_BA/StudySeq174,40.91666666666666
Cond_BA/StudySeq175,31.166666666666668
Cond_BA/StudySeq176,46.91304347826087
Cond_BA/StudySeq177,30.814814814814813
Cond_BA/StudySeq178,40.785714285714285
Cond_BA/StudySeq179,52.79166666666666
Cond_BA/StudySeq180,41.72413793103448
Cond_BA/StudySeq181,25.48
Cond_BA/StudySeq182,44.04347826086956
Cond_BA/StudySeq183,43.14814814814815
Cond_BA/StudySeq184,28.55555555555556
Cond_BA/StudySeq185,42.2
Cond_BA/StudySeq186,38.96
Cond_BA/StudySeq187,45.61538461538461
Cond_BA/StudySeq188,35.03846153846154
Cond_BA/StudySeq189,45.206896551724135
Cond_BA/StudySeq190,38.73076923076923
Cond_BA/StudySeq191,30.869565217391305
Cond_BA/StudySeq192,35.583333333333336
Cond_BA/StudySeq193,47.92307692307692
Cond_BA/StudySeq194,34.24
Cond_BA/StudySeq195,37.74074074074074
Cond_BA/StudySeq196,45.892857142857146
Cond_BA/StudySeq197,32.38461538461539
Cond_BA/StudySeq198,40.82758620689656
Cond_BA/StudySeq199,42.32
Cond_BA/StudySeq200,43.5925925925926
Cond_BA/StudySeq201,36.48
Cond_BA/StudySeq202,38.79166666666666
Cond_BA/StudySeq203,28.0
Cond_BA/StudySeq204,44.21739130434783
Cond_BA/StudySeq205,44.4
Cond_BA/StudySeq206,46.04
Cond_BA/StudySeq207,55.54166666666666
Cond_BA/StudySeq208,39.2
Cond_BA/StudySeq209,50.05
Cond_BA/StudySeq210,43.875
Cond_BA/StudySeq211,46.57142857142857
Cond_BA/StudySeq212,36.785714285714285
Cond_BA/StudySeq213,43.69565217391305
Cond_BA/StudySeq214,40.91666666666666
Cond_BA/StudySeq215,31.166666666666668
Cond_BA/StudySeq216,46.91304347826087
Cond_BA/StudySeq217,30.814814814814813
Cond_BA/StudySeq218,40.785714285714285
Cond_BA/StudySeq219,52.79166666666666
Cond_BA/StudySeq220,41.72413793103448
Cond_BA/StudySeq221,25.48
Cond_BA/StudySeq222,44.04347826086956
Cond_BA/StudySeq223,43.14814814814815
Cond_BA/StudySeq224,28.55555555555556
Cond_BA/StudySeq225,42.2
Cond_BA/StudySeq226,38.96
Cond_BA/StudySeq227,45.61538461538461
Cond_BA/StudySeq228,35.03846153846154
Cond_BA/StudySeq229,45.206896551724135
Cond_BA/StudySeq230,38.73076923076923
Cond_BA/StudySeq231,30.869565217391305
Cond_BA/StudySeq232,35.583333333333336
Cond_BA/StudySeq233,47.92307692307692
Cond_BA/StudySeq234,34.24
Cond_BA/StudySeq235,37.74074074074074
Cond_BA/StudySeq236,45.892857142857146
Cond_BA/StudySeq237,32.38461538461539
Cond_BA/StudySeq238,40.82758620689656
Cond_BA/StudySeq239,42.32
Cond_BA/StudySeq240,43.5925925925926
Cond_BA/StudySeq241,36.48
Cond_BA/StudySeq242,38.79166666666666
Cond_BA/StudySeq243,28.0
Cond_BA/StudySeq244,44.21739130434783
Cond_BA/StudySeq245,44.4
Cond_BA/StudySeq246,46.04
Cond_BA/StudySeq247,55.54166666666666
Cond_BA/StudySeq248,39.2
Cond_BA/StudySeq249,50.05
Cond_BA/StudySeq250,43.875
Cond_BA/StudySeq251,46.57142857142857
Cond_BA/StudySeq252,36.785714285714285
Cond_BA/StudySeq253,43.69565217391305
Cond_BA/StudySeq254,40.91666666666666
Cond_BA/StudySeq255,31.166666666666668
Cond_BA/StudySeq256,46.91304347826087
Cond_BA/StudySeq257,30.814814814814813
Cond_BA/StudySeq258,40.785714285714285
Cond_BA/StudySeq259,52.79166666666666
Cond_BA/StudySeq260,41.72413793103448
Cond_BA/StudySeq261,25.48
Cond_BA/StudySeq262,44.04347826086956
Cond_BA/StudySeq263,43.14814814814815
Cond_BA/StudySeq264,28.55555555555556
Cond_BA/StudySeq265,42.2
Cond_BA/StudySeq266,38.96
Cond_BA/StudySeq267,45.61538461538461
Cond_BA/StudySeq268,35.03846153846154
Cond_BA/StudySeq269,45.206896551724135
Cond_BA/StudySeq270,38.73076923076923
Cond_BA/StudySeq271,30.869565217391305
Cond_BA/StudySeq272,35.583333333333336
Cond_BA/StudySeq273,47.92307692307692
Cond_BA/StudySeq274,34.24
Cond_BA/StudySeq275,37.74074074074074
Cond_BA/StudySeq276,45.892857142857146
Cond_BA/StudySeq277,32.38461538461539
Cond_BA/StudySeq278,40.82758620689656
Cond_BA/StudySeq279,42.32
Cond_BA/StudySeq280,43.5925925925926
Cond_BA/StudySeq281,36.48
Cond_BA/StudySeq282,38.79166666666666
Cond_BA/StudySeq283,28.0
Cond_BA/StudySeq284,44.21739130434783
Cond_BA/StudySeq285,44.4
Cond_BA/StudySeq286,46.04
Cond_BA/StudySeq287,55.54166666666666
Cond_BA/StudySeq288,39.2
Cond_BA/StudySeq289,50.05
Cond_BA/StudySeq290,43.875
Cond_BA/StudySeq291,46.57142857142857
Cond_BA/StudySeq292,36.785714285714285
Cond_BA/StudySeq293,43.69565217391305
Cond_BA/StudySeq294,40.91666666666666
Cond_BA/StudySeq295,31.166666666666668
Cond_BA/StudySeq296,46.91304347826087
Cond_BA/StudySeq297,30.814814814814813
Cond_BA/StudySeq298,40.785714285714285
Cond_BA/StudySeq299,52.79166666666666
Cond_BA/StudySeq300,41.72413793103448
Cond_BA/StudySeq301,25.48
Cond_BA/StudySeq302,44.04347826086956
Cond_BA/StudySeq303,43.14814814814815
Cond_BA/StudySeq304,28.55555555555556
Cond_BA/StudySeq305,42.2
Cond_BA/StudySeq306,38.96
Cond_BA/StudySeq307,45.61538461538461
Cond_BA/StudySeq308,35.03846153846154
Cond_BA/StudySeq309,45.206896551724135
Cond_BA/StudySeq310,38.73076923076923
Cond_BA/StudySeq311,30.869565217391305
Cond_BA/StudySeq312,35.583333333333336
Cond_BA/StudySeq313,47.92307692307692
Cond_BA/StudySeq314,34.24
Cond_BA/StudySeq315,37.74074074074074
Cond_BA/StudySeq316,45.892857142857146
Cond_BA/StudySeq317,32.38461538461539
Cond_BA/StudySeq318,40.82758620689656
Cond_BA/StudySeq319,42.32
Cond_BA/StudySeq320,43.5925925925926
Cond_BA/StudySeq321,36.48
Cond_BA/StudySeq322,38.79166666666666
Cond_BA/StudySeq323,28.0
Cond_BA/StudySeq324,44.21739130434783
Cond_BA/StudySeq325,44.4
Cond_BA/StudySeq326,46.04
Cond_BA/StudySeq327,55.54166666666666
Cond_BA/StudySeq328,39.2
Cond_BA/StudySeq329,50.05
Cond_BA/StudySeq330,43.875
Cond_BA/StudySeq331,46.57142857142857
Cond_BA/StudySeq332,36.785714285714285
Cond_BA/StudySeq333,43.69565217391305
Cond_BA/StudySeq334,40.91666666666666
Cond_BA/StudySeq335,31.166666666666668
Cond_BA/StudySeq336,46.91304347826087
Cond_BA/StudySeq337,30.814814814814813
Cond_BA/StudySeq338,40.785714285714285
Cond_BA/StudySeq339,52.79166666666666
Cond_BA/StudySeq340,41.72413793103448
Cond_BA/StudySeq341,25.48
Cond_BA/StudySeq342,44.04347826086956
Cond_BA/StudySeq343,43.14814814814815
Cond_BA/StudySeq344,28.55555555555556
Cond_BA/StudySeq345,42.2
Cond_BA/StudySeq346,38.96
Cond_BA/StudySeq347,45.61538461538461
Cond_BA/StudySeq348,35.03846153846154
Cond_BA/StudySeq349,45.206896551724135
Cond_BA/StudySeq350,38.73076923076923
Cond_BA/StudySeq351,30.869565217391305
Cond_BA/StudySeq352,35.583333333333336
Cond_BA/StudySeq353,47.92307692307692
Cond_BA/StudySeq354,34.24
Cond_BA/StudySeq355,37.74074074074074
Cond_BA/StudySeq356,45.892857142857146
Cond_BA/StudySeq357,32.38461538461539
Cond_BA/StudySeq358,40.82758620689656
Cond_BA/StudySeq359,42.32
Cond_BA/StudySeq360,43.5925925925926
Cond_BA/StudySeq361,36.48
Cond_BA/StudySeq362,38.79166666666666
Cond_BA/StudySeq363,28.0
Cond_BA/StudySeq364,44.21739130434783
Cond_BA/StudySeq365,44.4
Cond_BA/StudySeq366,46.04
Cond_BA/StudySeq367,55.54166666666666
Cond_BA/StudySeq368,39.2
Cond_BA/StudySeq369,50.05
Cond_BA/StudySeq370,43.875
Cond_BA/StudySeq371,46.57142857142857
Cond_BA/StudySeq372,36.785714285714285
Cond_BA/StudySeq373,43.69565217391305
Cond_BA/StudySeq374,40.91666666666666
Cond_BA/StudySeq375,31.166666666666668
Cond_BA/StudySeq376,46.91304347826087
Cond_BA/StudySeq377,30.814814814814813
Cond_BA/StudySeq378,40.785714285714285
Cond_BA/StudySeq379,52.79166666666666
Cond_BA/StudySeq380,41.72413793103448
Cond_BA/StudySeq381,25.48
Cond_BA/StudySeq382,44.04347826086956
Cond_BA/StudySeq383,43.14814814814815
Cond_BA/StudySeq384,28.55555555555556
Cond_BA/StudySeq385,42.2
Cond_BA/StudySeq386,38.96
Cond_BA/StudySeq387,45.61538461538461
Cond_BA/StudySeq388,35.03846153846154
Cond_BA/StudySeq389,45.206896551724135
Cond_BA/StudySeq390,38.73076923076923
Cond_BA/StudySeq391,30.869565217391305
Cond_BA/StudySeq392,35.583333333333336
Cond_BA/StudySeq393,47.92307692307692
Cond_BA/StudySeq394,34.24
Cond_BA/StudySeq395,37.74074074074074
Cond_BA/StudySeq396,45.892857142857146
Cond_BA/StudySeq397,32.38461538461539
Cond_BA/StudySeq398,40.82758620689656
Cond_BA/StudySeq399,42.32
Cond_BA/StudySeq400,43.5925925925926
Cond_BA/StudySeq401,36.48
Cond_BA/StudySeq402,38.79166666666666
Cond_BA/StudySeq403,28.0
Cond_BA/StudySeq404,44.21739130434783
Cond_BA/StudySeq405,44.4
Cond_BA/StudySeq406,46.04
Cond_BA/StudySeq407,55.54166666666666
Cond_BA/StudySeq408,39.2
Cond_BA/StudySeq409,50.05
Cond_BA/StudySeq410,43.875
Cond_BA/StudySeq411,46.57142857142857
Cond_BA/StudySeq412,36.785714285714285
Cond_BA/StudySeq413,43.69565217391305
Cond_BA/StudySeq414,40.91666666666666
Cond_BA/StudySeq415,31.166666666666668
Cond_BA/StudySeq416,46.91304347826087
Cond_BA/StudySeq417,30.814814814814813
Cond_BA/StudySeq418,40.785714285714285
Cond_BA/StudySeq419,52.79166666666666
Cond_BA/StudySeq420,41.72413793103448
Cond_BA/StudySeq421,25.48
Cond_BA/StudySeq422,44.04347826086956
Cond_BA/StudySeq423,43.14814814814815
Cond_BA/StudySeq424,28.55555555555556
Cond_BA/StudySeq425,42.2
Cond_BA/StudySeq426,38.96
Cond_BA/StudySeq427,45.61538461538461
Cond_BA/StudySeq428,35.03846153846154
Cond_BA/StudySeq429,45.206896551724135
Cond_BA/StudySeq430,38.73076923076923
Cond_BA/StudySeq431,30.869565217391305
Cond_BA/StudySeq432,35.583333333333336
Cond_BA/StudySeq433,47.92307692307692
Cond_BA/StudySeq434,34.24
Cond_BA/StudySeq435,37.74074074074074
Cond_BA/StudySeq436,45.892857142857146
Cond_BA/StudySeq437,32.38461538461539
Cond_BA/StudySeq438,40.82758620689656
Cond_BA/StudySeq439,42.32
Cond_BA/StudySeq440,43.5925925925926
Cond_BA/StudySeq441,36.48
Cond_BA/StudySeq442,38.79166666666666
Cond_BA/StudySeq443,28.0
Cond_BA/StudySeq444,44.21739130434783
Cond_BA/StudySeq445,44.4
Cond_BA/StudySeq446,46.04
Cond_BA/StudySeq447,55.54166666666666
Cond_BA/StudySeq448,39.2
Cond_BA/StudySeq449,50.05
Cond_BA/StudySeq450,43.875
Cond_BA/StudySeq451,46.57142857142857
Cond_BA/StudySeq452,36.785714285714285
Cond_BA/StudySeq453,43.69565217391305
Cond_BA/StudySeq454,40.91666666666666
Cond_BA/StudySeq455,31.166666666666668
Cond_BA/StudySeq456,46.91304347826087
Cond_BA/StudySeq457,30.814814814814813
Cond_BA/StudySeq458,40.785714285714285
Cond_BA/StudySeq459,52.79166666666666
Cond_BA/StudySeq460,41.72413793103448
Cond_BA/StudySeq461,25.48
Cond_BA/StudySeq462,44.04347826086956
Cond_BA/StudySeq463,43.14814814814815
Cond_BA/StudySeq464,28.55555555555556
Cond_BA/StudySeq465,42.2
Cond_BA/StudySeq466,38.96
Cond_BA/StudySeq467,45.61538461538461
Cond_BA/StudySeq468,35.03846153846154
Cond_BA/StudySeq469,45.206896551724135
Cond_BA/StudySeq470,38.73076923076923
Cond_BA/StudySeq471,30.869565217391305
Cond_BA/StudySeq472,35.583333333333336
Cond_BA/StudySeq473,47.92307692307692
Cond_BA/StudySeq474,34.24
Cond_BA/StudySeq475,37.74074074074074
Cond_BA/StudySeq476,45.892857142857146
Cond_BA/StudySeq477,32.38461538461539
Cond_BA/StudySeq478,40.82758620689656
Cond_BA/StudySeq479,42.32
Cond_BA/StudySeq480,43.5925925925926
Cond_BA/StudySeq481,36.48
Cond_BA/StudySeq482,38.79166666666666
Cond_BA/StudySeq483,28.0
Cond_BA/StudySeq484,44.21739130434783
Cond_BA/StudySeq485,44.4
Cond_BA/StudySeq486,46.04
Cond_BA/StudySeq487,55.54166666666666
Cond_BA/StudySeq488,39.2
Cond_BA/StudySeq489,50.05
Cond_BA/StudySeq490,43.875
Cond_BA/StudySeq491,46.57142857142857
Cond_BA/StudySeq492,36.785714285714285
Cond_BA/StudySeq493,43.69565217391305
Cond_BA/StudySeq494,40.91666666666666
Cond_BA/StudySeq495,31.166666666666668
Cond_BA/StudySeq496,46.91304347826087
Cond_BA/StudySeq497,30.814814814814813
Cond_BA/StudySeq498,40.785714285714285
Cond_BA/StudySeq499,52.79166666666666
Cond_BA/StudySeq500,41.72413793103448
Cond_BA/StudySeq501,25.48
Cond_BA/StudySeq502,44.04347826086956
Cond_BA/StudySeq503,43.14814814814815
Cond_BA/StudySeq504,28.55555555555556
Cond_BA/StudySeq505,42.2
Cond_BA/StudySeq506,38.96
Cond_BA/StudySeq507,45.61538461538461
Cond_BA/StudySeq508,35.03846153846154
Cond_BA/StudySeq509,45.206896551724135
Cond_BA/StudySeq510,38.73076923076923
Cond_BA/StudySeq511,30.869565217391305
Cond_BA/StudySeq512,35.583333333333336
Cond_BA/StudySeq513,47.92307692307692
Cond_BA/StudySeq514,34.24
Cond_BA/StudySeq515,37.74074074074074
Cond_BA/StudySeq516,45.892857142857146
Cond_BA/StudySeq517,32.38461538461539
Cond_BA/StudySeq518,40.82758620689656
Cond_BA/StudySeq519,42.32
Cond_BA/StudySeq520,43.5925925925926
Cond_BA/StudySeq521,36.48
Cond_BA/StudySeq522,38.79166666666666
Cond_BA/StudySeq523,28.0
Cond_BA/StudySeq524,44.21739130434783
Cond_BA/StudySeq525,44.4
Cond_BA/StudySeq526,46.04
Cond_BA/StudySeq527,55.54166666666666
Cond_BA/StudySeq528,39.2
Cond_BA/StudySeq529,50.05
Cond_BA/StudySeq530,43.875
Cond_BA/StudySeq531,46.57142857142857
Cond_BA/StudySeq532,36.785714285714285
Cond_BA/StudySeq533,43.69565217391305
Cond_BA/StudySeq534,40.91666666666666
Cond_BA/StudySeq535,31.166666666666668
Cond_BA/StudySeq536,46.91304347826087
Cond_BA/StudySeq537,30.814814814814813
Cond_BA/StudySeq538,40.785714285714285
Cond_BA/StudySeq539,52.79166666666666
Cond_BA/StudySeq540,41.72413793103448
Cond_BA/StudySeq541,25.48
Cond_BA/StudySeq542,44.04347826086956
Cond_BA/StudySeq543,43.14814814814815
Cond_BA/StudySeq544,28.55555555555556
Cond_BA/StudySeq545,42.2
Cond_BA/StudySeq546,38.96
Cond_BA/StudySeq547,45.61538461538461
Cond_BA/StudySeq548,35.03846153846154
Cond_BA/StudySeq549,45.206896551724135
Cond_BA/StudySeq550,38.73076923076923
Cond_BA/StudySeq551,30.869565217391305
Cond_BA/StudySeq552,35.583333333333336
Cond_BA/StudySeq553,47.92307692307692
Cond_BA/StudySeq554,34.24
Cond_BA/StudySeq555,37.74074074074074
Cond_BA/StudySeq556,45.892857142857146
Cond_BA/StudySeq557,32.38461538461539
Cond_BA/StudySeq558,40.82758620689656
Cond_BA/StudySeq559,42.32
Cond_BA/StudySeq560,43.5925925925926
Cond_BA/StudySeq561,36.48
Cond_BA/StudySeq562,38.79166666666666
Cond_BA/StudySeq563,28.0
Cond_BA/StudySeq564,44.21739130434783
Cond_BA/StudySeq565,44.4
Cond_BA/StudySeq566,46.04
Cond_BA/StudySeq567,55.54166666666666
Cond_BA/StudySeq568,39.2
Cond_BA/StudySeq569,50.05
Cond_BA/StudySeq570,43.875
Cond_BA/StudySeq571,46.57142857142857
Cond_BA/StudySeq572,36.785714285714285
Cond_BA/StudySeq573,43.69565217391305
Cond_BA/StudySeq574,40.91666666666666
Cond_BA/StudySeq575,31.166666666666668
Cond_BA/StudySeq576,46.91304347826087
Cond_BA/StudySeq577,30.814814814814813
Cond_BA/StudySeq578,40.785714285714285
Cond_BA/StudySeq579,52.79166666666666
Cond_BA/StudySeq580,41.72413793103448
Cond_BA/StudySeq581,25.48
Cond_BA/StudySeq582,44.04347826086956
Cond_BA/StudySeq583,43.14814814814815
Cond_BA/StudySeq584,28.55555555555556
Cond_BA/StudySeq585,42.2
Cond_BA/StudySeq586,38.96
Cond_BA/StudySeq587,45.61538461538461
Cond_BA/StudySeq588,35.03846153846154
Cond_BA/StudySeq589,45.206896551724135
Cond_BA/StudySeq590,38.73076923076923
Cond_BA/StudySeq591,30.869565217391305
Cond_BA/StudySeq592,35.583333333333336
Cond_BA/StudySeq593,47.92307692307692
Cond_BA/StudySeq594,34.24
Cond_BA/StudySeq595,37.74074074074074
Cond_BA/StudySeq596,45.892857142857146
Cond_BA/StudySeq597,32.38461538461539
Cond_BA/StudySeq598,40.82758620689656
Cond_BA/StudySeq599,42.32
Cond_BA/StudySeq600,43.5925925925926
Cond_BA/StudySeq601,36.48
Cond_BA/StudySeq602,38.79166666666666
Cond_BA/StudySeq603,28.0
Cond_BA/StudySeq604,44.21739130434783
Cond_BA/StudySeq605,44.4
Cond_BA/StudySeq606,46.04
Cond_BA/StudySeq607,55.54166666666666
Cond_BA/StudySeq608,39.2
Cond_BA/StudySeq609,50.05
Cond_BA/StudySeq610,43.875
Cond_BA/StudySeq611,46.57142857142857
Cond_BA/StudySeq612,36.785714285714285
Cond_BA/StudySeq613,43.69565217391305
Cond_BA/StudySeq614,40.91666666666666
Cond_BA/StudySeq615,31.166666666666668
Cond_BA/StudySeq616,46.91304347826087
Cond_BA/StudySeq617,30.814814814814813
Cond_BA/StudySeq618,40.785714285714285
Cond_BA/StudySeq619,52.79166666666666
Cond_BA/StudySeq620,41.72413793103448
Cond_BA/StudySeq621,25.48
Cond_BA/StudySeq622,44.04347826086956
Cond_BA/StudySeq623,43.14814814814815
Cond_BA/StudySeq624,28.55555555555556
Cond_BA/StudySeq625,42.2
Cond_BA/StudySeq626,38.96
Cond_BA/StudySeq627,45.61538461538461
Cond_BA/StudySeq628,35.03846153846154
Cond_BA/StudySeq629,45.206896551724135
Cond_BA/StudySeq630,38.73076923076923
Cond_BA/StudySeq631,30.869565217391305
Cond_BA/StudySeq632,35.583333333333336
Cond_BA/StudySeq633,47.92307692307692
Cond_BA/StudySeq634,34.24
Cond_BA/StudySeq635,37.74074074074074
Cond_BA/StudySeq636,45.892857142857146
Cond_BA/StudySeq637,32.38461538461539
Cond_BA/StudySeq638,40.82758620689656
Cond_BA/StudySeq639,42.32
Cond_BA/StudySeq640,43.5925925925926
Cond_BA/StudySeq641,36.48
Cond_BA/StudySeq642,38.79166666666666
Cond_BA/StudySeq643,28.0
Cond_BA/StudySeq644,44.21739130434783
Cond_BA/StudySeq645,44.4
Cond_BA/StudySeq646,46.04
Cond_BA/StudySeq647,55.54166666666666
Cond_BA/StudySeq648,39.2
Cond_BA/StudySeq649,50.05
Cond_BA/StudySeq650,43.875
Cond_BA/StudySeq651,46.57142857142857
Cond_BA/StudySeq652,36.785714285714285
Cond_BA/StudySeq653,43.69565217391305
Cond_BA/StudySeq654,40.91666666666666
Cond_BA/StudySeq655,31.166666666666668
Cond_BA/StudySeq656,46.91304347826087
Cond_BA/StudySeq657,30.814814814814813
Cond_BA/StudySeq658,40.785714285714285
Cond_BA/StudySeq659,52.79166666666666
Cond_BA/StudySeq660,41.72413793103448
Cond_BA/StudySeq661,25.48
Cond_BA/StudySeq662,44.04347826086956
Cond_BA/StudySeq663,43.14814814814815
Cond_BA/StudySeq664,28.55555555555556
Cond_BA/StudySeq665,42.2
Cond_BA/StudySeq666,38.96
Cond_BA/StudySeq667,45.61538461538461
Cond_BA/StudySeq668,35.03846153846154
Cond_BA/StudySeq669,45.206896551724135
Cond_BA/StudySeq670,38.73076923076923
Cond_BA/StudySeq671,30.869565217391305
