,Mean_Human_Likeness_Score
Cond_BA/StudySeq187,46.60714285714285
Cond_BA/StudySeq188,47.37037037037037
Cond_BA/StudySeq189,50.11111111111112
Cond_BA/StudySeq190,50.88
Cond_BA/StudySeq191,51.29166666666666
Cond_BA/StudySeq192,50.96
Cond_BA/StudySeq193,44.24
Cond_BA/StudySeq194,44.56
Cond_BA/StudySeq195,49.76
Cond_BA/StudySeq196,41.172413793103445
Cond_BA/StudySeq197,38.035714285714285
Cond_BA/StudySeq198,50.23333333333333
Cond_BA/StudySeq199,41.56
Cond_BA/StudySeq200,43.85714285714285
Cond_BA/StudySeq201,38.15384615384615
Cond_BA/StudySeq202,41.03846153846154
Cond_BA/StudySeq203,43.46153846153846
Cond_BA/StudySeq204,34.458333333333336
Cond_BA/StudySeq205,52.27586206896552
Cond_BA/StudySeq206,44.833333333333336
Cond_BA/StudySeq207,53.88461538461539
Cond_BA/StudySeq208,47.0
Cond_BA/StudySeq209,49.04761904761905
Cond_BA/StudySeq210,46.95454545454545
Cond_BA/StudySeq211,52.74074074074074
Cond_BA/StudySeq212,38.32142857142857
Cond_BA/StudySeq213,36.391304347826086
Cond_BA/StudySeq214,42.73913043478261
Cond_BA/StudySeq215,45.47826086956522
Cond_BA/StudySeq216,50.708333333333336
Cond_BA/StudySeq217,50.66666666666666
Cond_BA/StudySeq218,49.80769230769231
Cond_BA/StudySeq219,41.79166666666666
Cond_BA/StudySeq220,40.888888888888886
Cond_BA/StudySeq221,46.68
Cond_BA/StudySeq222,42.36363636363637
Cond_BA/StudySeq223,47.96296296296296
Cond_BA/StudySeq224,46.10714285714285
Cond_BA/StudySeq225,59.0
Cond_BA/StudySeq226,52.0
Cond_BA/StudySeq227,46.60714285714285
Cond_BA/StudySeq228,47.37037037037037
Cond_BA/StudySeq229,50.11111111111112
Cond_BA/StudySeq230,50.88
Cond_BA/StudySeq231,51.29166666666666
Cond_BA/StudySeq232,50.96
Cond_BA/StudySeq233,44.24
Cond_BA/StudySeq234,44.56
Cond_BA/StudySeq235,49.76
Cond_BA/StudySeq236,41.172413793103445
Cond_BA/StudySeq237,38.035714285714285
Cond_BA/StudySeq238,50.23333333333333
Cond_BA/StudySeq239,41.56
Cond_BA/StudySeq240,43.85714285714285
Cond_BA/StudySeq241,38.15384615384615
Cond_BA/StudySeq242,41.03846153846154
Cond_BA/StudySeq243,43.46153846153846
Cond_BA/StudySeq244,34.458333333333336
Cond_BA/StudySeq245,52.27586206896552
Cond_BA/StudySeq246,44.833333333333336
Cond_BA/StudySeq247,53.88461538461539
Cond_BA/StudySeq248,47.0
Cond_BA/StudySeq249,49.04761904761905
Cond_BA/StudySeq250,46.95454545454545
Cond_BA/StudySeq251,52.74074074074074
Cond_BA/StudySeq252,38.32142857142857
Cond_BA/StudySeq253,36.391304347826086
Cond_BA/StudySeq254,42.73913043478261
Cond_BA/StudySeq255,45.47826086956522
Cond_BA/StudySeq256,50.708333333333336
Cond_BA/StudySeq257,50.66666666666666
Cond_BA/StudySeq258,49.80769230769231
Cond_BA/StudySeq259,41.79166666666666
Cond_BA/StudySeq260,40.888888888888886
Cond_BA/StudySeq261,46.68
Cond_BA/StudySeq262,42.36363636363637
Cond_BA/StudySeq263,47.96296296296296
Cond_BA/StudySeq264,46.10714285714285
Cond_BA/StudySeq265,59.0
Cond_BA/StudySeq266,52.0
Cond_BA/StudySeq267,46.60714285714285
Cond_BA/StudySeq268,47.37037037037037
Cond_BA/StudySeq269,50.11111111111112
Cond_BA/StudySeq270,50.88
Cond_BA/StudySeq271,51.29166666666666
Cond_BA/StudySeq272,50.96
Cond_BA/StudySeq273,44.24
Cond_BA/StudySeq274,44.56
Cond_BA/StudySeq275,49.76
Cond_BA/StudySeq276,41.172413793103445
Cond_BA/StudySeq277,38.035714285714285
Cond_BA/StudySeq278,50.23333333333333
Cond_BA/StudySeq279,41.56
Cond_BA/StudySeq280,43.85714285714285
Cond_BA/StudySeq281,38.15384615384615
Cond_BA/StudySeq282,41.03846153846154
Cond_BA/StudySeq283,43.46153846153846
Cond_BA/StudySeq284,34.458333333333336
Cond_BA/StudySeq285,52.27586206896552
Cond_BA/StudySeq286,44.833333333333336
Cond_BA/StudySeq287,53.88461538461539
Cond_BA/StudySeq288,47.0
Cond_BA/StudySeq289,49.04761904761905
Cond_BA/StudySeq290,46.95454545454545
Cond_BA/StudySeq291,52.74074074074074
Cond_BA/StudySeq292,38.32142857142857
Cond_BA/StudySeq293,36.391304347826086
Cond_BA/StudySeq294,42.73913043478261
Cond_BA/StudySeq295,45.47826086956522
Cond_BA/StudySeq296,50.708333333333336
Cond_BA/StudySeq297,50.66666666666666
Cond_BA/StudySeq298,49.80769230769231
Cond_BA/StudySeq299,41.79166666666666
Cond_BA/StudySeq300,40.888888888888886
Cond_BA/StudySeq301,46.68
Cond_BA/StudySeq302,42.36363636363637
Cond_BA/StudySeq303,47.96296296296296
Cond_BA/StudySeq304,46.10714285714285
Cond_BA/StudySeq305,59.0
Cond_BA/StudySeq306,52.0
Cond_BA/StudySeq307,46.60714285714285
Cond_BA/StudySeq308,47.37037037037037
Cond_BA/StudySeq309,50.11111111111112
Cond_BA/StudySeq310,50.88
Cond_BA/StudySeq311,51.29166666666666
Cond_BA/StudySeq312,50.96
Cond_BA/StudySeq313,44.24
Cond_BA/StudySeq314,44.56
Cond_BA/StudySeq315,49.76
Cond_BA/StudySeq316,41.172413793103445
Cond_BA/StudySeq317,38.035714285714285
Cond_BA/StudySeq318,50.23333333333333
Cond_BA/StudySeq319,41.56
Cond_BA/StudySeq320,43.85714285714285
Cond_BA/StudySeq321,38.15384615384615
Cond_BA/StudySeq322,41.03846153846154
Cond_BA/StudySeq323,43.46153846153846
Cond_BA/StudySeq324,34.458333333333336
Cond_BA/StudySeq325,52.27586206896552
Cond_BA/StudySeq326,44.833333333333336
Cond_BA/StudySeq327,53.88461538461539
Cond_BA/StudySeq328,47.0
Cond_BA/StudySeq329,49.04761904761905
Cond_BA/StudySeq330,46.95454545454545
Cond_BA/StudySeq331,52.74074074074074
Cond_BA/StudySeq332,38.32142857142857
Cond_BA/StudySeq333,36.391304347826086
Cond_BA/StudySeq334,42.73913043478261
Cond_BA/StudySeq335,45.47826086956522
Cond_BA/StudySeq336,50.708333333333336
Cond_BA/StudySeq337,50.66666666666666
Cond_BA/StudySeq338,49.80769230769231
Cond_BA/StudySeq339,41.79166666666666
Cond_BA/StudySeq340,40.888888888888886
Cond_BA/StudySeq341,46.68
Cond_BA/StudySeq342,42.36363636363637
Cond_BA/StudySeq343,47.96296296296296
Cond_BA/StudySeq344,46.10714285714285
Cond_BA/StudySeq345,59.0
Cond_BA/StudySeq346,52.0
Cond_BA/StudySeq347,46.60714285714285
Cond_BA/StudySeq348,47.37037037037037
Cond_BA/StudySeq349,50.11111111111112
Cond_BA/StudySeq350,50.88
Cond_BA/StudySeq351,51.29166666666666
Cond_BA/StudySeq352,50.96
Cond_BA/StudySeq353,44.24
Cond_BA/StudySeq354,44.56
Cond_BA/StudySeq355,49.76
Cond_BA/StudySeq356,41.172413793103445
Cond_BA/StudySeq357,38.035714285714285
Cond_BA/StudySeq358,50.23333333333333
Cond_BA/StudySeq359,41.56
Cond_BA/StudySeq360,43.85714285714285
Cond_BA/StudySeq361,38.15384615384615
Cond_BA/StudySeq362,41.03846153846154
Cond_BA/StudySeq363,43.46153846153846
Cond_BA/StudySeq364,34.458333333333336
Cond_BA/StudySeq365,52.27586206896552
Cond_BA/StudySeq366,44.833333333333336
Cond_BA/StudySeq367,53.88461538461539
Cond_BA/StudySeq368,47.0
Cond_BA/StudySeq369,49.04761904761905
Cond_BA/StudySeq370,46.95454545454545
Cond_BA/StudySeq371,52.74074074074074
Cond_BA/StudySeq372,38.32142857142857
Cond_BA/StudySeq373,36.391304347826086
Cond_BA/StudySeq374,42.73913043478261
Cond_BA/StudySeq375,45.47826086956522
Cond_BA/StudySeq376,50.708333333333336
Cond_BA/StudySeq377,50.66666666666666
Cond_BA/StudySeq378,49.80769230769231
Cond_BA/StudySeq379,41.79166666666666
Cond_BA/StudySeq380,40.888888888888886
Cond_BA/StudySeq381,46.68
Cond_BA/StudySeq382,42.36363636363637
Cond_BA/StudySeq383,47.96296296296296
Cond_BA/StudySeq384,46.10714285714285
Cond_BA/StudySeq385,59.0
Cond_BA/StudySeq386,52.0
Cond_BA/StudySeq387,46.60714285714285
Cond_BA/StudySeq388,47.37037037037037
Cond_BA/StudySeq389,50.11111111111112
Cond_BA/StudySeq390,50.88
Cond_BA/StudySeq391,51.29166666666666
Cond_BA/StudySeq392,50.96
Cond_BA/StudySeq393,44.24
Cond_BA/StudySeq394,44.56
Cond_BA/StudySeq395,49.76
Cond_BA/StudySeq396,41.172413793103445
Cond_BA/StudySeq397,38.035714285714285
Cond_BA/StudySeq398,50.23333333333333
Cond_BA/StudySeq399,41.56
Cond_BA/StudySeq400,43.85714285714285
Cond_BA/StudySeq401,38.15384615384615
Cond_BA/StudySeq402,41.03846153846154
Cond_BA/StudySeq403,43.46153846153846
Cond_BA/StudySeq404,34.458333333333336
Cond_BA/StudySeq405,52.27586206896552
Cond_BA/StudySeq406,44.833333333333336
Cond_BA/StudySeq407,53.88461538461539
Cond_BA/StudySeq408,47.0
Cond_BA/StudySeq409,49.04761904761905
Cond_BA/StudySeq410,46.95454545454545
Cond_BA/StudySeq411,52.74074074074074
Cond_BA/StudySeq412,38.32142857142857
Cond_BA/StudySeq413,36.391304347826086
Cond_BA/StudySeq414,42.73913043478261
Cond_BA/StudySeq415,45.47826086956522
Cond_BA/StudySeq416,50.708333333333336
Cond_BA/StudySeq417,50.66666666666666
Cond_BA/StudySeq418,49.80769230769231
Cond_BA/StudySeq419,41.79166666666666
Cond_BA/StudySeq420,40.888888888888886
Cond_BA/StudySeq421,46.68
Cond_BA/StudySeq422,42.36363636363637
Cond_BA/StudySeq423,47.96296296296296
Cond_BA/StudySeq424,46.10714285714285
Cond_BA/StudySeq425,59.0
Cond_BA/StudySeq426,52.0
Cond_BA/StudySeq427,46.60714285714285
Cond_BA/StudySeq428,47.37037037037037
Cond_BA/StudySeq429,50.11111111111112
Cond_BA/StudySeq430,50.88
Cond_BA/StudySeq431,51.29166666666666
Cond_BA/StudySeq432,50.96
Cond_BA/StudySeq433,44.24
Cond_BA/StudySeq434,44.56
Cond_BA/StudySeq435,49.76
Cond_BA/StudySeq436,41.172413793103445
Cond_BA/StudySeq437,38.035714285714285
Cond_BA/StudySeq438,50.23333333333333
Cond_BA/StudySeq439,41.56
Cond_BA/StudySeq440,43.85714285714285
Cond_BA/StudySeq441,38.15384615384615
Cond_BA/StudySeq442,41.03846153846154
Cond_BA/StudySeq443,43.46153846153846
Cond_BA/StudySeq444,34.458333333333336
Cond_BA/StudySeq445,52.27586206896552
Cond_BA/StudySeq446,44.833333333333336
Cond_BA/StudySeq447,53.88461538461539
Cond_BA/StudySeq448,47.0
Cond_BA/StudySeq449,49.04761904761905
Cond_BA/StudySeq450,46.95454545454545
Cond_BA/StudySeq451,52.74074074074074
Cond_BA/StudySeq452,38.32142857142857
Cond_BA/StudySeq453,36.391304347826086
Cond_BA/StudySeq454,42.73913043478261
Cond_BA/StudySeq455,45.47826086956522
Cond_BA/StudySeq456,50.708333333333336
Cond_BA/StudySeq457,50.66666666666666
Cond_BA/StudySeq458,49.80769230769231
Cond_BA/StudySeq459,41.79166666666666
Cond_BA/StudySeq460,40.888888888888886
Cond_BA/StudySeq461,46.68
Cond_BA/StudySeq462,42.36363636363637
Cond_BA/StudySeq463,47.96296296296296
Cond_BA/StudySeq464,46.10714285714285
Cond_BA/StudySeq465,59.0
Cond_BA/StudySeq466,52.0
Cond_BA/StudySeq467,46.60714285714285
Cond_BA/StudySeq468,47.37037037037037
Cond_BA/StudySeq469,50.11111111111112
Cond_BA/StudySeq470,50.88
Cond_BA/StudySeq471,51.29166666666666
Cond_BA/StudySeq472,50.96
Cond_BA/StudySeq473,44.24
Cond_BA/StudySeq474,44.56
Cond_BA/StudySeq475,49.76
Cond_BA/StudySeq476,41.172413793103445
Cond_BA/StudySeq477,38.035714285714285
Cond_BA/StudySeq478,50.23333333333333
Cond_BA/StudySeq479,41.56
Cond_BA/StudySeq480,43.85714285714285
Cond_BA/StudySeq481,38.15384615384615
Cond_BA/StudySeq482,41.03846153846154
Cond_BA/StudySeq483,43.46153846153846
Cond_BA/StudySeq484,34.458333333333336
Cond_BA/StudySeq485,52.27586206896552
Cond_BA/StudySeq486,44.833333333333336
Cond_BA/StudySeq487,53.88461538461539
Cond_BA/StudySeq488,47.0
Cond_BA/StudySeq489,49.04761904761905
Cond_BA/StudySeq490,46.95454545454545
Cond_BA/StudySeq491,52.74074074074074
Cond_BA/StudySeq492,38.32142857142857
Cond_BA/StudySeq493,36.391304347826086
Cond_BA/StudySeq494,42.73913043478261
Cond_BA/StudySeq495,45.47826086956522
Cond_BA/StudySeq496,50.708333333333336
Cond_BA/StudySeq497,50.66666666666666
Cond_BA/StudySeq498,49.80769230769231
Cond_BA/StudySeq499,41.79166666666666
Cond_BA/StudySeq500,40.888888888888886
Cond_BA/StudySeq501,46.68
Cond_BA/StudySeq502,42.36363636363637
Cond_BA/StudySeq503,47.96296296296296
Cond_BA/StudySeq504,46.10714285714285
Cond_BA/StudySeq505,59.0
Cond_BA/StudySeq506,52.0
Cond_BA/StudySeq507,46.60714285714285
Cond_BA/StudySeq508,47.37037037037037
Cond_BA/StudySeq509,50.11111111111112
Cond_BA/StudySeq510,50.88
Cond_BA/StudySeq511,51.29166666666666
Cond_BA/StudySeq512,50.96
Cond_BA/StudySeq513,44.24
Cond_BA/StudySeq514,44.56
Cond_BA/StudySeq515,49.76
Cond_BA/StudySeq516,41.172413793103445
Cond_BA/StudySeq517,38.035714285714285
Cond_BA/StudySeq518,50.23333333333333
Cond_BA/StudySeq519,41.56
Cond_BA/StudySeq520,43.85714285714285
Cond_BA/StudySeq521,38.15384615384615
Cond_BA/StudySeq522,41.03846153846154
Cond_BA/StudySeq523,43.46153846153846
Cond_BA/StudySeq524,34.458333333333336
Cond_BA/StudySeq525,52.27586206896552
Cond_BA/StudySeq526,44.833333333333336
Cond_BA/StudySeq527,53.88461538461539
Cond_BA/StudySeq528,47.0
Cond_BA/StudySeq529,49.04761904761905
Cond_BA/StudySeq530,46.95454545454545
Cond_BA/StudySeq531,52.74074074074074
Cond_BA/StudySeq532,38.32142857142857
Cond_BA/StudySeq533,36.391304347826086
Cond_BA/StudySeq534,42.73913043478261
Cond_BA/StudySeq535,45.47826086956522
Cond_BA/StudySeq536,50.708333333333336
Cond_BA/StudySeq537,50.66666666666666
Cond_BA/StudySeq538,49.80769230769231
Cond_BA/StudySeq539,41.79166666666666
Cond_BA/StudySeq540,40.888888888888886
Cond_BA/StudySeq541,46.68
Cond_BA/StudySeq542,42.36363636363637
Cond_BA/StudySeq543,47.96296296296296
Cond_BA/StudySeq544,46.10714285714285
Cond_BA/StudySeq545,59.0
Cond_BA/StudySeq546,52.0
Cond_BA/StudySeq547,46.60714285714285
Cond_BA/StudySeq548,47.37037037037037
Cond_BA/StudySeq549,50.11111111111112
Cond_BA/StudySeq550,50.88
Cond_BA/StudySeq551,51.29166666666666
Cond_BA/StudySeq552,50.96
Cond_BA/StudySeq553,44.24
Cond_BA/StudySeq554,44.56
Cond_BA/StudySeq555,49.76
Cond_BA/StudySeq556,41.172413793103445
Cond_BA/StudySeq557,38.035714285714285
Cond_BA/StudySeq558,50.23333333333333
Cond_BA/StudySeq559,41.56
Cond_BA/StudySeq560,43.85714285714285
Cond_BA/StudySeq561,38.15384615384615
Cond_BA/StudySeq562,41.03846153846154
Cond_BA/StudySeq563,43.46153846153846
Cond_BA/StudySeq564,34.458333333333336
Cond_BA/StudySeq565,52.27586206896552
Cond_BA/StudySeq566,44.833333333333336
Cond_BA/StudySeq567,53.88461538461539
Cond_BA/StudySeq568,47.0
Cond_BA/StudySeq569,49.04761904761905
Cond_BA/StudySeq570,46.95454545454545
Cond_BA/StudySeq571,52.74074074074074
Cond_BA/StudySeq572,38.32142857142857
Cond_BA/StudySeq573,36.391304347826086
Cond_BA/StudySeq574,42.73913043478261
Cond_BA/StudySeq575,45.47826086956522
Cond_BA/StudySeq576,50.708333333333336
Cond_BA/StudySeq577,50.66666666666666
Cond_BA/StudySeq578,49.80769230769231
Cond_BA/StudySeq579,41.79166666666666
Cond_BA/StudySeq580,40.888888888888886
Cond_BA/StudySeq581,46.68
Cond_BA/StudySeq582,42.36363636363637
Cond_BA/StudySeq583,47.96296296296296
Cond_BA/StudySeq584,46.10714285714285
Cond_BA/StudySeq585,59.0
Cond_BA/StudySeq586,52.0
Cond_BA/StudySeq587,46.60714285714285
Cond_BA/StudySeq588,47.37037037037037
Cond_BA/StudySeq589,50.11111111111112
Cond_BA/StudySeq590,50.88
Cond_BA/StudySeq591,51.29166666666666
Cond_BA/StudySeq592,50.96
Cond_BA/StudySeq593,44.24
Cond_BA/StudySeq594,44.56
Cond_BA/StudySeq595,49.76
Cond_BA/StudySeq596,41.172413793103445
Cond_BA/StudySeq597,38.035714285714285
Cond_BA/StudySeq598,50.23333333333333
Cond_BA/StudySeq599,41.56
Cond_BA/StudySeq600,43.85714285714285
Cond_BA/StudySeq601,38.15384615384615
Cond_BA/StudySeq602,41.03846153846154
Cond_BA/StudySeq603,43.46153846153846
Cond_BA/StudySeq604,34.458333333333336
Cond_BA/StudySeq605,52.27586206896552
Cond_BA/StudySeq606,44.833333333333336
Cond_BA/StudySeq607,53.88461538461539
Cond_BA/StudySeq608,47.0
Cond_BA/StudySeq609,49.04761904761905
Cond_BA/StudySeq610,46.95454545454545
Cond_BA/StudySeq611,52.74074074074074
Cond_BA/StudySeq612,38.32142857142857
Cond_BA/StudySeq613,36.391304347826086
Cond_BA/StudySeq614,42.73913043478261
Cond_BA/StudySeq615,45.47826086956522
Cond_BA/StudySeq616,50.708333333333336
Cond_BA/StudySeq617,50.66666666666666
Cond_BA/StudySeq618,49.80769230769231
Cond_BA/StudySeq619,41.79166666666666
Cond_BA/StudySeq620,40.888888888888886
Cond_BA/StudySeq621,46.68
Cond_BA/StudySeq622,42.36363636363637
Cond_BA/StudySeq623,47.96296296296296
Cond_BA/StudySeq624,46.10714285714285
Cond_BA/StudySeq625,59.0
Cond_BA/StudySeq626,52.0
Cond_BA/StudySeq627,46.60714285714285
Cond_BA/StudySeq628,47.37037037037037
Cond_BA/StudySeq629,50.11111111111112
Cond_BA/StudySeq630,50.88
Cond_BA/StudySeq631,51.29166666666666
Cond_BA/StudySeq632,50.96
Cond_BA/StudySeq633,44.24
Cond_BA/StudySeq634,44.56
Cond_BA/StudySeq635,49.76
Cond_BA/StudySeq636,41.172413793103445
Cond_BA/StudySeq637,38.035714285714285
Cond_BA/StudySeq638,50.23333333333333
Cond_BA/StudySeq639,41.56
Cond_BA/StudySeq640,43.85714285714285
Cond_BA/StudySeq641,38.15384615384615
Cond_BA/StudySeq642,41.03846153846154
Cond_BA/StudySeq643,43.46153846153846
Cond_BA/StudySeq644,34.458333333333336
Cond_BA/StudySeq645,52.27586206896552
Cond_BA/StudySeq646,44.833333333333336
Cond_BA/StudySeq647,53.88461538461539
Cond_BA/StudySeq648,47.0
Cond_BA/StudySeq649,49.04761904761905
Cond_BA/StudySeq650,46.95454545454545
Cond_BA/StudySeq651,52.74074074074074
Cond_BA/StudySeq652,38.32142857142857
Cond_BA/StudySeq653,36.391304347826086
Cond_BA/StudySeq654,42.73913043478261
Cond_BA/StudySeq655,45.47826086956522
Cond_BA/StudySeq656,50.708333333333336
Cond_BA/StudySeq657,50.66666666666666
Cond_BA/StudySeq658,49.80769230769231
Cond_BA/StudySeq659,41.79166666666666
Cond_BA/StudySeq660,40.888888888888886
Cond_BA/StudySeq661,46.68
Cond_BA/StudySeq662,42.36363636363637
Cond_BA/StudySeq663,47.96296296296296
Cond_BA/StudySeq664,46.10714285714285
