,Mean_Appropriateness_Score
Cond_SD/StudySeq25,42.875
Cond_SD/StudySeq26,54.73913043478261
Cond_SD/StudySeq27,42.833333333333336
Cond_SD/StudySeq28,39.03448275862069
Cond_SD/StudySeq29,48.11538461538461
Cond_SD/StudySeq30,59.833333333333336
Cond_SD/StudySeq31,48.34782608695652
Cond_SD/StudySeq32,39.16
Cond_SD/StudySeq33,43.77777777777778
Cond_SD/StudySeq34,44.407407407407405
Cond_SD/StudySeq35,30.045454545454547
Cond_SD/StudySeq36,46.083333333333336
Cond_SD/StudySeq37,46.333333333333336
Cond_SD/StudySeq38,48.92307692307692
Cond_SD/StudySeq39,44.375
Cond_SD/StudySeq40,34.56
Cond_SE/StudySeq1,47.130434782608695
Cond_SE/StudySeq2,52.56521739130435
Cond_SE/StudySeq3,35.61904761904762
Cond_SE/StudySeq4,50.07692307692308
Cond_SE/StudySeq5,50.666666666666664
Cond_SE/StudySeq6,38.51851851851852
Cond_SE/StudySeq7,41.44444444444444
Cond_SE/StudySeq8,39.44827586206897
Cond_SE/StudySeq9,40.56
Cond_SE/StudySeq10,41.04
Cond_SE/StudySeq11,55.11538461538461
Cond_SE/StudySeq12,47.714285714285715
Cond_SE/StudySeq13,52.44444444444444
Cond_SE/StudySeq14,48.44444444444444
Cond_SE/StudySeq15,49.07142857142857
Cond_SE/StudySeq16,54.44827586206897
Cond_SE/StudySeq17,48.19230769230769
Cond_SE/StudySeq18,46.93103448275862
Cond_SE/StudySeq19,43.92
Cond_SE/StudySeq20,45.22727272727273
Cond_SE/StudySeq21,48.17391304347826
Cond_SE/StudySeq22,32.55172413793103
Cond_SE/StudySeq23,41.77777777777778
Cond_SE/StudySeq24,44.13636363636363
Cond_SE/StudySeq25,61.34615384615385
Cond_SE/StudySeq26,43.82608695652174
Cond_SE/StudySeq27,58.22727272727273
Cond_SE/StudySeq28,44.34782608695652
Cond_SE/StudySeq29,40.0
Cond_SE/StudySeq30,44.266666666666666
Cond_SE/StudySeq31,43.714285714285715
Cond_SE/StudySeq32,36.22222222222222
Cond_SE/StudySeq33,42.77272727272727
Cond_SE/StudySeq34,52.84
Cond_SE/StudySeq35,43.09090909090909
Cond_SE/StudySeq36,41.6
Cond_SE/StudySeq37,38.28
Cond_SE/StudySeq38,54.67857142857143
Cond_SE/StudySeq39,48.03703703703704
Cond_SE/StudySeq40,48.416666666666664
