,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForearm,LeftHand,RightShoulder,RightArm,RightForearm,RightHand,Neck,Neck1,Head
Cond_BA/StudySeq41,1610.8111059364344,1671.8722104318185,1800.0088754918013,1980.9078775568653,2236.459311439262,2471.8989419863,2893.623407565393,5837.347214780062,2236.499616706327,2483.779166916971,3495.1864261301525,6545.761961474225,2308.9943701634197,2552.780626765095,2835.4498197335042
Cond_BA/StudySeq42,1687.802795549681,1745.1124778427868,1874.9640270486734,2069.8832575049855,2298.973286625079,2695.453030005897,3087.995356939711,6810.103580103343,2298.977098740158,2656.6641098651908,3470.3573326016844,7037.710802050489,2406.0763283831084,2667.773847601702,2978.3893669715017
Cond_BA/StudySeq43,1645.7227773820614,1670.280404531171,1751.2032348599348,1907.6919018647643,2146.7723186657586,2494.7143795484626,3096.8428635943737,5142.927592067976,2146.785814920439,2444.3528658413256,3203.2129746507044,5220.9819761176295,2242.7144476348476,2500.2463058560716,2802.220679340827
Cond_BA/StudySeq44,1599.8253115809555,1633.2063217814625,1718.2394464218733,1868.6250183911782,2091.5521193839086,2376.723065381236,3270.590280460601,6577.902015985972,2091.563184034075,2433.5575137503156,3951.7879516802554,6733.547455574013,2182.695272156209,2430.0371550761483,2710.913574682847
Cond_BA/StudySeq45,1641.6454269275075,1706.7100709735885,1842.594988238733,2062.821103589365,2317.50112706274,2606.7503021355465,3546.9157255780324,5744.751794811724,2317.432312950889,2457.40374842055,4115.890614873962,5089.234531433062,2427.6638323509605,2678.5057647197777,2953.6886227891296
Cond_BA/StudySeq46,1583.1992072321518,1650.224953121904,1789.2717009922849,2019.5946456133606,2316.8389646496125,2639.6825859151286,3635.382443242117,6514.248762004392,2316.7911489326143,2498.5259740911542,4011.827673139397,6811.603274119352,2422.1467651879066,2699.4563279101562,3006.2444699692887
Cond_BA/StudySeq47,1636.3659130251235,1693.872454880688,1793.5018500780334,1974.031534512221,2216.499422733533,2385.6824286361752,3185.157996312733,7635.193137289898,2216.540841380389,2420.8791071091864,3599.100578574371,6104.832664783436,2320.736774724561,2575.871558257854,2859.371482244658
Cond_BA/StudySeq48,1466.7898651980563,1504.7803788285435,1610.7102341092354,1778.197177556237,1964.466435900691,2301.782428294519,3752.531022356816,5695.274294999234,1964.391594420118,2200.852007765832,3837.4279023524223,5930.128021029348,2063.051061459802,2274.965587313194,2515.87876606585
Cond_BA/StudySeq49,1573.0323381977726,1608.9099009176336,1722.3725361784352,1900.7089461071848,2110.9915987905056,2525.6056274377693,3447.535350380144,5937.193135239894,2110.9670907958657,2453.226268408358,3575.3533620779012,6364.092214925536,2223.0145961976496,2457.7887941281547,2720.995417800195
Cond_BA/StudySeq50,1520.5660530112086,1582.0157152409324,1702.3118291058347,1894.243739867602,2143.3915855267264,2434.5422879041007,2866.589492857548,5721.570329357327,2143.414964785507,2368.5403493787526,3154.2692028815486,5969.451856769681,2222.5773235836177,2487.5346218904297,2783.6446876098844
Cond_BA/StudySeq51,1567.1397720796901,1606.1611536997432,1705.1009234281223,1877.44103155733,2109.6794070637698,2344.186322341008,3241.0612711458307,5914.439416169142,2109.7324384676626,2387.591026020854,3601.4717930026236,5301.397386861076,2188.181519377664,2424.945872601721,2696.3457112165206
Cond_BA/StudySeq52,1643.3376570935377,1707.8219113520734,1821.6819556384162,2003.8771747294645,2249.1855153352885,2537.333064958603,3714.289006759504,6058.104095503129,2249.183542288746,2462.6745193671522,4069.2425833293473,6115.997159542259,2338.6085710566595,2590.098330708357,2869.271716141902
Cond_BA/StudySeq53,1681.1619015055207,1751.9882544471134,1868.767590855778,2045.0508803416199,2245.5330568617014,2534.8218775556875,3704.869351028128,5491.448625334195,2245.5760495017003,2609.8327845512226,4124.949396615122,5789.10653039522,2360.344861683986,2577.4891312075647,2850.2862610045668
Cond_BA/StudySeq54,1622.954112422863,1675.5385175600259,1787.5008142336783,1962.0716117359436,2168.7538335596028,2416.165221628193,3107.2521145789315,5863.725455305132,2168.825807063393,2539.5908093213047,3532.877860417716,5691.974909666327,2256.9708476977034,2484.3298940343548,2740.9178661346086
Cond_BA/StudySeq55,1485.8678093904948,1544.8105725978073,1661.535864593715,1867.7147509491356,2127.554517004578,2504.9248176961937,3390.560324815584,7080.1920696128145,2127.416331421151,2338.9546347249498,3620.888017118551,6758.715127505182,2229.8139561593102,2476.1889537782936,2735.1275290988224
Cond_BA/StudySeq56,1506.5714814486694,1545.4957155201826,1624.2030421601758,1783.0233706327385,1987.3013787515868,2268.0608984871724,3195.4190068081743,6411.021479202372,1987.284134233647,2327.6453153354496,3747.849880350642,7826.166083198843,2078.1230308963923,2307.900007482742,2584.04822635782
Cond_BA/StudySeq57,1615.0369196298325,1630.128769754776,1690.1232196369451,1822.631123734759,2026.6559337983263,2295.4041356474872,3303.933367131958,6425.320976415107,2026.6184656574965,2240.83160214599,3835.8870416000973,6288.813466199848,2125.641208919332,2369.2224240196324,2643.2883845385286
Cond_BA/StudySeq58,1554.3731192682762,1597.8467348991176,1697.115081187353,1847.7902702122856,2093.3601815082093,2337.984303897229,3082.3756438989685,6901.9339881229935,2093.378974977156,2381.9725786834993,3738.4624195726483,7093.111138313661,2159.212284986031,2404.6341017843783,2690.638395225094
Cond_BA/StudySeq59,1624.31648445574,1713.6893385962096,1838.2395168920966,2029.7739121548104,2291.7964956105766,2500.7982627394153,2749.463267701694,5484.626967308932,2291.768694843165,2484.973741542177,3220.5017399089656,5782.239433623695,2373.638614865467,2644.2773143711015,2952.327461148432
Cond_BA/StudySeq60,1569.4584412194931,1614.523818798104,1719.7936200840556,1885.2528338335662,2104.054019681659,2396.288113412299,3000.185206363318,6879.966141219743,2104.0295768055676,2325.071506098124,3682.330091404681,6889.756302425232,2172.534673635163,2403.1633599841803,2671.855327790988
Cond_BA/StudySeq61,1496.2045344397918,1557.638960179337,1657.206062238376,1836.512126207956,2072.5853593275388,2563.4685214316455,3467.0165571207376,6767.624267148818,2072.511909734347,2384.5197350866515,4343.414813801144,7024.773783771784,2166.509431975989,2416.101048741527,2709.5759681115496
Cond_BA/StudySeq62,1516.0859659487342,1592.7153662963608,1722.5086140998524,1924.13388302692,2203.2071000930678,2542.597476860332,3098.4222730123224,7402.620213546401,2203.21570787739,2531.021660531499,3932.3764451424604,6800.113064569213,2280.101232057427,2538.6514971984834,2814.7701815269106
Cond_BA/StudySeq63,1513.9331031153017,1578.1893297557585,1697.5856608757201,1867.3374992892022,2083.072802789414,2417.905424156767,3133.6675034632954,5337.987641857515,2083.0739706282575,2368.0888721991696,2975.469131727525,5533.69114000996,2159.8718240704625,2368.7562355799073,2623.633138337308
Cond_BA/StudySeq64,1534.437824275924,1614.7381010239765,1732.2300816447232,1939.9718393062194,2194.911562032689,2450.870847048134,2883.9209069300205,5772.705591724094,2194.9575511107932,2515.877417198766,4197.949514369282,7104.891500514785,2291.2432524325977,2577.494282869186,2897.2234631125552
Cond_BA/StudySeq65,1665.6627379284123,1710.5739399870058,1824.5844570460144,2002.7953570216937,2217.3286046435333,2540.7965944612006,3188.740696330861,6511.05742083712,2217.3492397544615,2522.7047194759966,3624.642014367455,6260.8813025575,2315.5642000759444,2556.0163418242696,2828.5308456163143
Cond_BA/StudySeq66,1597.113798240286,1633.164907986611,1703.634258182419,1883.222094345065,2111.128645192128,2427.3699024083544,3412.5824185157117,7066.699536444604,2111.1772016480795,2440.73514232213,3648.34213367953,5635.571409033515,2219.9069391265125,2487.543557513771,2798.2489596809387
Cond_BA/StudySeq67,1459.983397913186,1492.185631711479,1586.8778975559762,1769.313610264244,1993.0554076366939,2199.001879066577,3200.4677458733013,6489.76118299584,1993.2130522632644,2350.6654320412495,3237.5927089003508,6649.573105280734,2094.8057468568477,2370.133117530586,2686.9614804118646
Cond_BA/StudySeq68,1480.9050029077696,1536.7167054927845,1670.6120363907646,1886.8697648157447,2151.9447461206505,2559.8364272062395,3526.349560968705,7436.571958925429,2151.935536294888,2494.8626862120236,4012.2835818892418,6650.797987118818,2275.969312072011,2545.3163367858565,2851.262900810403
Cond_BA/StudySeq69,1789.1678033672665,1859.8727076858838,1961.8916008799852,2139.440656366093,2384.1478565694724,2737.4327661507323,3489.7285157110528,5543.914798008498,2384.057631235241,2576.078698053721,3804.790974635555,6956.199489388274,2480.1342822399897,2737.987115678474,3022.687896089009
Cond_BA/StudySeq70,1703.0528084099838,1802.4817358755454,1934.7771507344419,2140.939263825224,2362.4781146880896,2657.4233005238743,3025.6773207794117,6350.6789113365685,2362.5185012788957,2629.1944498771504,3229.910019564323,6495.252544760404,2476.920143612804,2725.423302294019,2999.7066899644997
Cond_BA/StudySeq71,1685.1616721488099,1788.1285554239878,1959.7087091569122,2197.08126344257,2490.0624613493474,2778.485378976712,2886.837045215356,4724.967416854966,2490.153733967197,2796.307500329362,3140.874320832934,5473.973576035228,2617.525316759554,2931.693511320522,3291.648234692079
Cond_BA/StudySeq72,1703.0124826556664,1789.6072818636999,1960.9663392084244,2192.6044257672543,2410.489403265442,2767.530266844162,3310.8854572325986,5942.161195949364,2410.452822984711,2745.0989720523853,3740.1749734541963,6324.581817552938,2502.6418276705126,2732.8784426523516,2980.217456257
Cond_BA/StudySeq73,1497.1420957726698,1536.104637268337,1658.1437474839245,1908.3647568123863,2202.08018926694,2475.1681957734563,2894.620872830155,6396.954846243041,2202.137149887196,2567.709383837936,3873.3795674954436,6916.419163513081,2315.006568133203,2613.7062321908547,2954.364982993052
Cond_BA/StudySeq74,1603.6116883898599,1654.9371249993492,1777.8249401968692,1968.606083911159,2239.6791386278437,2437.7072220999985,2860.620731110185,7981.986803496202,2239.7644432902425,2550.741329937716,3198.837514422996,6212.109233249403,2323.159876529892,2586.1089803846903,2882.554403392714
Cond_BA/StudySeq75,1621.7946538408796,1671.5452067545582,1778.206089674547,1949.5311475738908,2183.707428154497,2523.533238066677,3445.521996697928,5981.823615066274,2183.768241193963,2450.8853522323707,3277.9975806646326,5880.344414434248,2255.9803793264,2489.112340183591,2740.3364129595097
Cond_BA/StudySeq76,1588.0613207339832,1664.3863517554728,1815.1023713821837,2033.6907633009305,2298.011463731945,2556.8941004843764,3130.998236267917,9230.721533353046,2298.008941746732,2504.851717574356,3325.7702467577105,6430.232736940206,2395.3130559066226,2660.0895025441887,2966.4879984705776
Cond_BA/StudySeq77,1488.982339068711,1563.2914499628914,1693.0403438393193,1875.7910696679955,2114.899996304195,2456.504817513764,3524.3085016454015,6958.380682604356,2114.803960055282,2307.1034955468917,3036.0035673839393,6165.1162024125315,2194.602120217258,2427.360039876511,2693.8119721418407
Cond_BA/StudySeq78,1550.4844385380552,1616.349771367629,1728.2612138147986,1921.8047941315829,2161.804815197454,2622.617669456058,2871.7455211970346,4718.950044835741,2161.6613216338696,2302.808452692077,3336.101368784503,5385.950935628614,2274.671623247363,2516.0381092252665,2787.1809544703965
Cond_BA/StudySeq79,1641.7256838043354,1688.575552839939,1801.3455395043284,2003.4655237385082,2258.3760631287773,2549.3754799675944,3096.53834545179,7556.261918860144,2258.424593939768,2542.8541575946856,3863.7447557750957,6427.83440344826,2332.917633911321,2579.230848608883,2861.1334916617316
Cond_BA/StudySeq80,1674.109923689923,1732.4516813921034,1841.5187151969403,1995.5016296141566,2202.2112388489713,2506.157021644395,3077.648764977217,6204.117091953414,2202.1528914691357,2415.0893273104566,3245.131754578422,4982.409495986316,2299.6350026975188,2523.9985956230753,2756.3427667730666
Cond_BA/StudySeq81,1527.0053159142599,1602.8730578978639,1762.7873921627086,1968.933259731906,2236.162581836432,2514.077097683912,3145.646756047271,5839.504328024834,2236.217762681218,2543.261902878298,3446.8249707275872,6540.157781631397,2324.437998294734,2607.10339233319,2923.055456078691
Cond_BA/StudySeq82,1530.6096493837363,1597.179678408198,1740.8482045258509,1964.68951987525,2217.8061791644286,2641.7897943125517,3060.4096238496186,6707.016556854169,2217.8236045250887,2578.482115520952,3234.165836558692,6564.265257508169,2348.763456309614,2628.8892454661545,2962.0024787292587
Cond_BA/StudySeq83,1543.5736920867776,1564.4706617870247,1647.3103371144425,1809.313215058148,2013.9904666829,2438.613231263225,3134.5364816969914,5233.831440752767,2013.9044349948772,2272.9228073513336,3360.8769852866208,5159.749416346208,2100.875022408097,2338.183923837665,2623.8974005915597
Cond_BA/StudySeq84,1609.6952067555014,1683.0520020261492,1802.3325616720654,1995.6383924292827,2264.736632429141,2378.3848817877615,3196.29749098492,6572.943727841203,2264.961156151228,2775.8967435917407,4298.352061296015,7165.91170819147,2349.34291877691,2628.0510216818516,2929.6123131410895
Cond_BA/StudySeq85,1616.1969070986984,1639.4509452961654,1703.4711001732467,1864.9965120182208,2078.095762511839,2303.978865400575,3564.047472782442,5976.682206284906,2078.043382670718,2306.206720188754,4238.524795136784,4953.425413035931,2181.4913888833944,2434.4793227644245,2727.955065128404
Cond_BA/StudySeq86,1579.322361334389,1642.7925756705658,1769.4113155257683,1965.3243221014877,2225.541549214673,2557.166949113497,3476.4007422572477,6400.624396652192,2225.4421819548866,2330.7792796309704,3924.125514245002,6725.609381959448,2310.4244747011835,2562.574681575962,2842.3933516756783
Cond_BA/StudySeq87,1599.6511793635511,1639.2656932440386,1740.9297869129232,1906.3069840161486,2123.8863491790594,2160.823450980675,3076.6273771483648,7400.995399081666,2124.057891827347,2448.862167571804,3703.2452524150312,6272.553856842496,2219.383070279704,2463.8691670399794,2721.4924724017174
Cond_BA/StudySeq88,1644.8220718456046,1689.123650120985,1783.6298394132884,1955.3966173440042,2192.7890018920807,2406.796232410084,3608.705611508563,5648.493526683051,2192.814113705218,2473.398405791412,4056.573089287632,6379.768376779849,2301.3378426784893,2596.3531581038797,2933.3933968856695
Cond_BA/StudySeq89,1595.981312337216,1664.1681451633754,1789.1628501589998,1960.7942031547452,2184.3461865871745,2539.0870224614205,3318.14304110909,5839.880621218018,2184.3510844034704,2400.052039090122,3275.7891968619297,6112.713743524929,2276.9675066157897,2508.01775593701,2787.27871733887
Cond_BA/StudySeq90,1465.6475010172085,1540.0869844544745,1664.2205518908645,1846.2452468331164,2074.290857889491,2321.3080496853136,2662.4519152533567,5543.228771605101,2074.3679100212053,2302.7749573416627,3107.1043674875136,6307.966432878088,2154.6556424976334,2397.896906417405,2656.735222080149
Cond_BA/StudySeq91,1680.1024139267606,1720.5348559944077,1783.5687541104821,1917.1867045294575,2122.531781268654,2537.4553194153677,3447.491710971519,5962.78918641478,2122.4800106426096,2326.295140205758,3537.1980200403527,5219.959470206905,2186.962935911609,2414.942281480989,2698.334150133724
Cond_BA/StudySeq92,1570.1376485986134,1654.437022099463,1777.6967748857228,1955.8111966641895,2164.9676356408195,2421.240702311082,3668.4777647898977,6108.586903633193,2164.986359458167,2437.873414789306,4285.396413823956,6247.883869119686,2263.8600251776707,2484.9244496375813,2752.094560000544
Cond_BA/StudySeq93,1600.4623892178383,1645.246937825454,1722.622803640556,1831.1641212470959,1979.7650761667255,2304.3955095437564,3682.37325948631,5120.140178224178,1979.7961142089741,2320.8035177703805,3995.3980014182976,5869.328792416604,2063.2729706946793,2272.1106635484125,2524.1313130390777
Cond_BA/StudySeq94,1659.4322747301785,1721.204099193336,1845.3515706751996,2025.687090010917,2246.837081713213,2526.098182334827,3294.7302619235465,6286.685060433245,2246.852772573753,2513.201785201719,3489.5743175280168,6001.285678897155,2322.524475271202,2559.7908416357113,2824.7602514365017
Cond_BA/StudySeq95,1424.3375427373883,1474.6962585386061,1588.0354836473925,1775.11639654906,1992.1717141722763,2343.3756152686233,3151.9831773171645,6766.165332502122,1992.179229889034,2314.5672536225625,3750.585604250801,6977.054673786444,2099.86530818825,2325.990776065759,2587.8223326903985
Cond_BA/StudySeq96,1676.2232417152945,1721.2836019678866,1828.7312589445405,2016.642771120457,2232.2762867314623,2472.1029801093023,3297.6169374424217,6533.8171428760825,2232.3559967231186,2612.0877788858124,3675.3676292518276,7719.162541729591,2332.9365994382633,2568.492446619137,2849.762505695061
Cond_BA/StudySeq97,1560.9367654000816,1619.1482098692902,1711.671420110058,1883.7803300361008,2123.960005567944,2400.4535987026256,3293.5188826568333,6602.205537362006,2123.988836830344,2438.8061187359194,4288.6235949349175,6692.141679078302,2200.471796760467,2431.759008781669,2711.6299891385074
Cond_BA/StudySeq98,1492.7809736256509,1574.7871223978323,1721.2384587084916,1942.6436686203897,2189.2340999615667,2479.1630573922994,3006.6813551717887,6779.44276713494,2189.275829037605,2563.315264166057,3841.4901508715507,7071.477926184679,2295.899770970649,2537.697518523991,2805.0287205417403
Cond_BA/StudySeq99,1615.5912039903694,1666.5495671978317,1777.6161878005319,1928.9478416627378,2114.6131473657165,2364.569849116163,2778.0097111851524,5631.110754116936,2114.6280161284953,2404.9375899516945,3272.7341652204805,5956.393272071373,2185.1724576649876,2386.372512080257,2625.725600885257
Cond_BA/StudySeq100,1497.9713232264478,1554.5369510395371,1676.8227813127596,1861.7205345899524,2074.5794510887144,2382.63617649767,2786.5896916786214,6609.669736057481,2074.6072955401987,2386.5674622982438,3539.2975163006568,6969.800509309947,2190.199323079465,2422.356835169502,2702.9708875040747
