,Mean_Human_Likeness_Score
Cond_SB/StudySeq29,55.629629629629626
Cond_SB/StudySeq30,57.03703703703704
Cond_SB/StudySeq31,46.541666666666664
Cond_SB/StudySeq32,47.95454545454545
Cond_SB/StudySeq33,55.56
Cond_SB/StudySeq34,30.16
Cond_SB/StudySeq35,52.34615384615385
Cond_SB/StudySeq36,50.24
Cond_SB/StudySeq37,46.74074074074074
Cond_SB/StudySeq38,50.0
Cond_SB/StudySeq39,59.291666666666664
Cond_SB/StudySeq40,54.90909090909091
Cond_SC/StudySeq1,64.6
Cond_SC/StudySeq2,58.111111111111114
Cond_SC/StudySeq3,64.3076923076923
Cond_SC/StudySeq4,54.08695652173913
Cond_SC/StudySeq5,39.76
Cond_SC/StudySeq6,51.535714285714285
Cond_SC/StudySeq7,47.785714285714285
Cond_SC/StudySeq8,50.17391304347826
Cond_SC/StudySeq9,55.64
Cond_SC/StudySeq10,57.91304347826087
Cond_SC/StudySeq11,65.11538461538461
Cond_SC/StudySeq12,43.916666666666664
Cond_SC/StudySeq13,56.392857142857146
Cond_SC/StudySeq14,45.541666666666664
Cond_SC/StudySeq15,60.785714285714285
Cond_SC/StudySeq16,51.61538461538461
Cond_SC/StudySeq17,46.96
Cond_SC/StudySeq18,49.875
Cond_SC/StudySeq19,58.708333333333336
Cond_SC/StudySeq20,42.68
Cond_SC/StudySeq21,63.03846153846154
Cond_SC/StudySeq22,60.47826086956522
Cond_SC/StudySeq23,56.541666666666664
Cond_SC/StudySeq24,54.391304347826086
Cond_SC/StudySeq25,60.84615384615385
Cond_SC/StudySeq26,66.88461538461539
Cond_SC/StudySeq27,61.689655172413794
Cond_SC/StudySeq28,58.92
Cond_SC/StudySeq29,61.705882352941174
Cond_SC/StudySeq30,51.90909090909091
Cond_SC/StudySeq31,66.66666666666667
Cond_SC/StudySeq32,63.19230769230769
Cond_SC/StudySeq33,50.89655172413793
Cond_SC/StudySeq34,52.95652173913044
Cond_SC/StudySeq35,51.91304347826087
Cond_SC/StudySeq36,50.964285714285715
Cond_SC/StudySeq37,55.370370370370374
Cond_SC/StudySeq38,60.55555555555556
Cond_SC/StudySeq39,61.58620689655172
Cond_SC/StudySeq40,52.18518518518518
Cond_SD/StudySeq1,65.92
Cond_SD/StudySeq2,51.03703703703704
Cond_SD/StudySeq3,65.92857142857143
Cond_SD/StudySeq4,67.5
Cond_SD/StudySeq5,56.55
Cond_SD/StudySeq6,54.5
Cond_SD/StudySeq7,58.65217391304348
Cond_SD/StudySeq8,60.44444444444444
Cond_SD/StudySeq9,62.82142857142857
Cond_SD/StudySeq10,66.45833333333333
Cond_SD/StudySeq11,64.29629629629629
Cond_SD/StudySeq12,64.51851851851852
Cond_SD/StudySeq13,55.064516129032256
Cond_SD/StudySeq14,55.59090909090909
Cond_SD/StudySeq15,61.42307692307692
Cond_SD/StudySeq16,61.22222222222222
Cond_SD/StudySeq17,64.69565217391305
Cond_SD/StudySeq18,59.53846153846154
Cond_SD/StudySeq19,62.48
Cond_SD/StudySeq20,56.785714285714285
Cond_SD/StudySeq21,36.77777777777778
Cond_SD/StudySeq22,57.12
Cond_SD/StudySeq23,58.892857142857146
Cond_SD/StudySeq24,56.291666666666664
Cond_SD/StudySeq25,54.291666666666664
Cond_SD/StudySeq26,54.18181818181818
Cond_SD/StudySeq27,59.4
Cond_SD/StudySeq28,57.935483870967744
Cond_SD/StudySeq29,58.47826086956522
Cond_SD/StudySeq30,60.76
Cond_SD/StudySeq31,67.28
Cond_SD/StudySeq32,58.42307692307692
Cond_SD/StudySeq33,62.25925925925926
Cond_SD/StudySeq34,52.32142857142857
Cond_SD/StudySeq35,52.142857142857146
Cond_SD/StudySeq36,64.95833333333333
Cond_SD/StudySeq37,53.36842105263158
Cond_SD/StudySeq38,66.62962962962963
Cond_SD/StudySeq39,52.61538461538461
Cond_SD/StudySeq40,49.833333333333336
Cond_SE/StudySeq1,52.166666666666664
Cond_SE/StudySeq2,37.47826086956522
Cond_SE/StudySeq3,49.8
Cond_SE/StudySeq4,44.55555555555556
Cond_SE/StudySeq5,46.61538461538461
Cond_SE/StudySeq6,46.42307692307692
Cond_SE/StudySeq7,55.827586206896555
Cond_SE/StudySeq8,39.89655172413793
Cond_SE/StudySeq9,40.38461538461539
Cond_SE/StudySeq10,43.34782608695652
Cond_SE/StudySeq11,44.68
Cond_SE/StudySeq12,54.0
Cond_SE/StudySeq13,40.392857142857146
Cond_SE/StudySeq14,52.23076923076923
Cond_SE/StudySeq15,59.42857142857143
Cond_SE/StudySeq16,52.1
Cond_SE/StudySeq17,54.57692307692308
Cond_SE/StudySeq18,48.964285714285715
Cond_SE/StudySeq19,51.76
Cond_SE/StudySeq20,46.05
Cond_SE/StudySeq21,49.40909090909091
Cond_SE/StudySeq22,51.111111111111114
Cond_SE/StudySeq23,42.23076923076923
Cond_SE/StudySeq24,52.0
Cond_SE/StudySeq25,55.26923076923077
Cond_SE/StudySeq26,58.04347826086956
Cond_SE/StudySeq27,55.458333333333336
Cond_SE/StudySeq28,47.92
Cond_SE/StudySeq29,57.08695652173913
Cond_SE/StudySeq30,50.06896551724138
Cond_SE/StudySeq31,51.55172413793103
Cond_SE/StudySeq32,46.57142857142857
Cond_SE/StudySeq33,53.0
Cond_SE/StudySeq34,57.76
Cond_SE/StudySeq35,50.666666666666664
Cond_SE/StudySeq36,47.32
Cond_SE/StudySeq37,40.96153846153846
Cond_SE/StudySeq38,53.535714285714285
Cond_SE/StudySeq39,47.89655172413793
Cond_SE/StudySeq40,59.30434782608695
